en,en_context,puj,latn_norm,han
visit,visiting card,pài-thiap,pai3-thiap4,拜帖
visit,visitor,nâng-kheh,nang5-kheh4,人客
visit,visitor,pin-kheh,pin1-kheh4,賓客
visit,to receive,chiap-na̍p,chiap4-nap8,接納
visit,to receive,ngêng-chih,ngeng5-chih4,迎接
visit,to receive,khúan-thãi,khuan2-thai6,款待
visit,to dismiss,sàng-kheh,sang3-kheh4,送客
visit,to dismiss,sàng-pin,sang3-pin1,送賓
visit,to visit one and have a talk with him,khṳ̀ kāng-i phûan-sûan--chē,khur3 kang7-i1 phuan5-suan5--che7,去共伊盤旋些
visit,to visit one and have a talk with him,khṳ̀ kāng-i chiu-sûan--chē,khur3 kang7-i1 chiu1-suan5--che7,去共伊周旋些
vitriol,blue (sulphate of copper),táⁿ-huân,tann2-huan5,膽礬
vitriol,green (sulphate of iron; copperas),tsõ-huân,cho6-huan5,座礬
vitriol,green (sulphate of iron; copperas),chheⁿ-huân,chhenn1-huan5,青礬
vivacious,,ua̍h-phuah,uah8-phuah4,活潑
vivacious,,lêng-lāi,leng5-lai7,伶俐
vivacious,,ũ-sîn-khì,u6-sin5-khi3,有神氣
vivacious,,ũ-cheng-sîn,u6-cheng1-sin5,有精神
vocabulary,,jī-lūi,ji7-lui7,字類
voice,,siaⁿ,siann1,聲
voice,,siaⁿ-im,siann1-im1,聲音
voice,clear,siaⁿ-im chheng-liãng,siann1-im1 chheng1-liang6,聲音清亮
voice,clear,liáu-liãng,liau2-liang6,嘹亮
voice,clear,mêng-liãng,meng5-liang6,明亮
voice,indistinct,siaⁿ-im lô-lô,siann1-im1 lo5-lo5,聲音囉囉
voice,indistinct,siaⁿ-im hâm-hû,siann1-im1 ham5-hu5,聲音含糊
voice,indistinct,siaⁿ-im kâm-kôu,siann1-im1 kam5-kou5,聲音含糊
voice,to lose one's,sit-siaⁿ,sit4-siann1,失聲
voice,to lose one's,bô-siaⁿ,bo5-siann1,無聲
voice,to lose one's,sit-im,sit4-im1,失音
voice,to read in a clear loud voice,khui-siaⁿ-tha̍k,khui1-siann1-thak8,開聲讀
voice,to recognize one's,jīn-siaⁿ,jin7-siann1,認聲
voice,to recognize one's,piẽn-siaⁿ,pien6-siann1,辯聲
voice,with one voice,che̍k-kháu che̍k-sṳ̂,chek8-khau2 chek8-sur5,一口一詞
volcano,,húe-suaⁿ,hue2-suann1,火山
volcano,,húe-iãm-suaⁿ,hue2-iam6-suann1,火焰山
volume,a,che̍k-pńg,chek8-png2,一本
volume,several volumes making one work,che̍h-pang,cheh8-pang1,冊幫
volume,several volumes making one work,tshûan-põu,chhuan5-pou6,全部
voluntarily,,kam-sim,kam1-sim1,甘心
voluntarily,,kam-ngũan,kam1-nguan6,甘願
voluntarily,,kam-sim chhêng-ngũan,kam1-sim1 chheng5-nguan6,甘心情願
voluntarily,,chhêng-nguãn,chheng5-nguan6,情願
voluntarily,,huaⁿ-hí,huann1-hi2,歡喜
voluntarily,,kam-sim sêng-ì,kam1-sim1 seng5-i3,甘心誠意
volunteer,,mîn-tsàng,min5-chang3,民壯
volunteer,,ngĩ-piaⁿ,ngi6-piann1,義兵
voluptuary,,tham-chiú-sek,tham1-chiu2-sek4,貪酒色
voluptuary,,hàuⁿ-chiú-sek,haunn3-chiu2-sek4,好酒色
vomit,,thòu,thou3,吐
vortex,,tsúi ká-pūn,chui2 ka2-pun7,水絞糞
vortex,,suân-lâu-tsúi,suan5-lau5-chui2,旋流水
vote,for,kṳ́,kur2,舉
vote,for,kṳ́-chìn,kur2-chin3,舉荐
voucher,,pêng-kṳ̃,peng5-kur6,憑據
voucher,,phêng-kṳ̃,pheng5-kur6,憑據
vow,to,hẽ-nguān,he6-nguan7,下愿
vow,to,hṳ́-nguān,hur2-nguan7,許愿
vow,to pay a,hôiⁿ-nguān,hoinn5-nguan7,還愿
vow,to pay a,kói-nguān,koi2-nguan7,解愿
vow,to pay a,siā-nguān,sia7-nguan7,謝愿
voyage,,tsúi-lōu,chui2-lou7,水路
voyage,,tsúi-thiâⁿ,chui2-thiann5,水庭
voyage,,kiâⁿ-tsûn,kiann5-chun5,行船
voyage,next,ẽ-tsūa-tsûn,e6-chua7-chun5,下艘船
voyage,next,ẽ-pàng-tsûn,e6-pang3-chun5,下放船
vulgar,,so̍k,sok8,俗
vulgar,,tshou,chhou1,粗
vulgar,,tshou-so̍k,chhou1-sok8,粗俗
vulgar,dialect,so̍k-ūe,sok8-ue7,俗話
vulgar,dialect,thóu-thâm,thou2-tham5,土談
vulgar,dialect,pe̍h-ūe,peh8-ue7,白話
vulgar,language,thóu-thóu,thou2-thou2,土土
vulgar,language (vile),tshou-ūe,chhou1-ue7,粗話
wadding,,mîⁿ,minn5,棉
wadding,,mîⁿ-hue,minn5-hue1,棉花
wadding,wadded coat,ji̍p-mîⁿ-hiûⁿ,jip8-minn5-hiunn5,入棉裘
wadding,to put in wadding,phou-mîⁿ,phou1-minn5,鋪棉
wadding,to put in wadding,ji̍p-mîⁿ,jip8-minn5,入棉
waddle,to,phiáng-a-phiáng,phiang2-a1-phiang2,蹣阿蹣
waddle,to,kûa-a-kûa,kua5-a1-kua5,䠚阿䠚
wade,to,ẽ-tsúi,e6-chui2,下水
wade,over a river,ẽ-kùe-khoi,e6-kue3-khoi1,下過溪
wag,to,iê,ie5,搖
wag,wag-tail,tih-tĩm-tim,tih4-tim6-tim1,滴朕琛
wager,,sie-su,sie1-su1,相輸
wager,,siang-tóu,siang1-tou2,相賭
wager,let us wager,lâi-tóu--chē,lai5-tou2--che7,來賭些
wager,to write a wager,siá-tóu-tsn̄g,sia2-tou2-chng7,寫賭狀
wages,,kang-chîⁿ,kang1-chinn5,工錢
wages,,kang-tsṳ,kang1-chur1,工資
wages,,kang-kè,kang1-ke3,工價
wagon,,chhia,chhia1,車
wail,,khàu,khau3,哭
wail,,ai-khàu,ai1-khau3,哀哭
wail,,thî-khàu,thi5-khau3,啼哭
wail,for the dead,khàu-sí-sng,khau3-si2-sng1,哭死酸
wail,for death of son,khàu-kiáⁿ,khau3-kiann2,哭囝
waist,,ie,ie1,腰
waist,,pùaⁿ-ie,puann3-ie1,半腰
waist,,sin-ie,sin1-ie1,身腰
waist,to gird the,hâ-ie,ha5-ie1,縖腰
waist,to gird the,sok-ie,sok4-ie1,束腰
waist,waistcoat,tah-pùe,tah4-pue3,答背
waist,waistcoat,kah-kiáⁿ,kah4-kiann2,袷囝
wait,,tán,tan2,等
wait,,hāu,hau7,候
wait,,thẽng,theng6,停
wait,,thêng,theng5,停
wait,,thãi,thai6,待
wait,,thẽng-hāu,theng6-hau7,等候
wait,a little,tán--chē,tan2--che7,等些
wait,a little,hâu--chē,hau5--che7,侯些
wait,"we are waiting for you, Sir",hāu-kè,hau7-ke3,候價
wait,to wait on,ho̍k-sṳ̃,hok8-sur6,服事
wait,to wait on,kṳn-sûi,kurn1-sui5,跟隨
wait,to wait on,sĩ-tsái,si6-chai2,是宰
wait,waiters,tsáu-tn̂g,chau2-tng5,走堂
wait,waiters,chìn-tôu,chin3-tou5,進圖
wait,waiters,kṳn-pan,kurn1-pan1,斤班
waken,to (transitive),hàm-chhéⁿ,ham3-chhenn2,喊醒
waken,to (transitive),kiè-chhéⁿ,kie3-chhenn2,叫醒
waken,to (transitive),kiaⁿ-chhéⁿ,kiann1-chhenn2,驚醒
waken,to (transitive),tsak-chhéⁿ,chak4-chhenn2,扎醒
waken,(intransitive),gu̍t-chhéⁿ,gut8-chhenn2,𢯆醒
waken,(intransitive),chhéⁿ,chhenn2,醒
waken,(intransitive),chhéⁿ--khí-lâi,chhenn2--khi2-lai5,醒起來
waken,wakeful,gu̍t-m̄-lo̍h,gut8-m7-loh8,𢯆毋落
waken,wakeful,bõi-gu̍t,boi6-gut8,袂𢯆
walk,,kiâⁿ,kiann5,行
walk,to and fro,kiâⁿ-lâi kiâⁿ-khṳ̀,kiann5-lai5 kiann5-khur3,行來行去
walk,on foot,pōu-kiâⁿ,pou7-kiann5,步行
walk,on foot,pōu-lién,pou7-lien2,步輦
walk,go for a,khṳ̀-thit-thô,khur3-thit4-tho5,去佚佗
walk,go for a,khṳ̀-kîn-kiâⁿ,khur3-kin5-kiann5,去行
walk,go for a,khṳ̀-sùaⁿ-pōu,khur3-suann3-pou7,去散步
walk,walking-stick,kuái-chiãng,kuai2-chiang6,拐杖
walk,walking-stick,kuái-thûi,kuai2-thui5,拐槌
wall,,chhiêⁿ,chhienn5,墻
wall,a,che̍k-pang-chhiêⁿ,chek8-pang1-chhienn5,一方墻
wall,city-wall,siâⁿ,siann5,城
wall,city-wall,siâⁿ-chhiêⁿ,siann5-chhienn5,城墻
wall,the great wall,buān-lí chhiâng-siâⁿ,buan7-li2 chhiang5-siann5,萬里長城
wall,a dividing,keh-piah,keh4-piah4,隔壁
wall,to fall down as a,pang,pang1,枋
walnut,,hu̍t-thô,hut8-tho5,核桃
wand,a,chhiū-pie,chhiu7-pie1,樹鏢
wand,a,chhiū-lêng,chhiu7-leng5,樹靈
wand,a,tek-lêng,tek4-leng5,竹龍
wand,a,che̍k-ki-tshûe,chek8-ki1-chhue5,一枝箠
wander,,iû,iu5,遊
wander,,tshut-iû,chhut4-iu5,出遊
wander,,chiu-liû,chiu1-liu5,周流
wander,far,ién-iû,ien2-iu5,遠遊
wander,in poverty and distress,liû-lî sit-só,liu5-li5 sit4-so2,流離失所
wander,in poverty and distress,lâu-lî sit-só,lau5-li5 sit4-so2,流離失所
wander,out of the way,kiâⁿ-tāⁿ-lōu,kiann5-tann7-lou7,行賺路
wander,out of the way,tsáu-tshò lōu-thû,chau2-chho3 lou7-thu5,走錯路途
wander,out of the way,sit-lōu,sit4-lou7,失路
wander,wandering thoughts,huàng-sim,huang3-sim1,渙心
wander,wandering thoughts,sim tsa̍p,sim1 chap8,心雜
wander,wandering thoughts,sim seⁿ-tsa̍p-liãm,sim1 senn1-chap8-liam6,心生雜念
wane,as moon,gue̍h chiãm-chiãm-sòi,gueh8 chiam6-chiam6-soi3,月漸漸細
wane,as moon,gue̍h chiãm-khui,gueh8 chiam6-khui1,月漸虧
wane,as moon,gue̍h tsho-tsho-sòi,gueh8 chho1-chho1-soi3,月初初細
want,(wish),àiⁿ,ainn3,愛
want,(lack),khueh,khueh4,缺
want,(lack),khiàm,khiam3,欠
wanton,,siâ-îm,sia5-im5,邪淫
wanton,,hàuⁿ-phiâu,haunn3-phiau5,好嫖
wanton,,hàuⁿ-sek,haunn3-sek4,好色
wanton,,hùang-îm,huang3-im5,放淫
war,,kau-chièn,kau1-chien3,交戰
war,,kau-piaⁿ,kau1-piann1,交戰
war,,ke-húe kau-chiap,ke1-hue2 kau1-chiap4,家火交接
war,,sie-thâi,sie1-thai5,相刣
war,man-of-war,piaⁿ-tsûn,piann1-chun5,交戰
war,man-of-war,chièn-tsûn,chien3-chun5,戰船
war,man-of-war,kuaⁿ-tsûn,kuann1-chun5,交戰
ward,to off,tói-tiāu,toi2-tiau7,底掉
ward,to off,tí-tiāu,ti2-tiau7,抵掉
ward,to off,tú-gṳ̃,tu2-gur6,堵禦
ward,to off,gṳ̃-chí,gur6-chi2,禦指
ward,to off,tú-tiām,tu2-tiam7,堵恬
ward,to off,gṳ̃-tiām,gur6-tiam7,禦恬
ward,to off,tháⁿ-tiāu,thann2-tiau7,坦掉
wardrobe,,saⁿ-tû,sann1-tu5,衫櫥
wardrobe,,saⁿ-kūiⁿ,sann1-kuinn7,衫櫃
wardrobe,,i-sieⁿ,i1-sienn1,衣箱
warehouse,,tsàng-pâng,chang3-pang5,棧房
warehouse,,hùe-pâng,hue3-pang5,貨房
warehouse,,hùe-tshng,hue3-chhng1,貨倉
warehouse,,tsàng-koiⁿ,chang3-koinn1,棧間
warm,,sie,sie1,燒
warm,weather,chhiẽⁿ-sie,chhienn6-sie1,像燒
warm,weather (mild),un-hûa,un1-hua5,溫和
warm,weather (mild),lúan-khì,luan2-khi3,暖氣
warm,weather (mild),hûa-lúan,hua5-luan2,和暖
warm,warming-pan,chhiú-lôu,chhiu2-lou5,手爐
warm,warming-pan,húe-thang,hue2-thang1,火湯
warm,to warm oneself at the fire,chieh-húe,chieh4-hue2,借火
warn,,kéng-kài,keng2-kai3,勸戒
warn,,khǹg-kòi,khng3-koi3,勸戒
warn,,that-chhéⁿ,that4-chhenn2,勸戒
warn,,that-phùa,that4-phua3,勸戒
warn,,thàu,thau3,透
warn,to take warning,na̍p-kài,nap8-kai3,勸戒
warn,to take warning,tsṳ̃-kéng,chur6-keng2,勸戒
warp,the,keⁿ,kenn1,經
warp,the,pòu-keⁿ,pou3-kenn1,布經
warp,and woof,keⁿ-hūi,kenn1-hui7,經緯
warp,"to warp, as boards",khiau,khiau1,橋
warp,"to warp, as boards",khiau-siâ,khiau1-sia5,橋斜
warrant,a,phiè,phie3,票
warrant,a,pâi-phiè,pai5-phie3,排票
warrant,a,chhe-phiè,chhe1-phie3,差票
warrant,to issue,tshut-phiè,chhut4-phie3,票
warrant,to,pau-niáⁿ,pau1-niann2,包領
warrant,to,pau-pó,pau1-po2,包保
warrant,to,tam-sêng,tam1-seng5,擔承
warrior,,ióng-sṳ̃,iong2-sur6,勇士
wart,a,tsùe,chue3,最
wart,a,hṳ̂-lâng-tsùe,hur5-lang5-chue3,魚籠最
wash,,sói,soi2,洗
wash,wash-stand,mīn-tháng-kè,min7-thang2-ke3,面桶架
wash,wash-stand,mīn-phûn-kè,min7-phun5-ke3,面盆架
wash,a washerman,sóiⁿ-saⁿ-nang,soinn2-sann1-nang1,洗衫人
wash,to wash iron dust,tôa-thih-sua,tua5-thih4-sua1,涂鐵沙
wash,to wash iron dust,sói-thih,soi2-thih4,洗鐵
wash,to wash with gold,tōu-kim,tou7-kim1,渡金
wash,to wash with gold,liū-kim,liu7-kim1,鍍金
wash,to wash with gold,tsṳ́-kim,chur2-kim1,紫金
wash,wash-hand basin,mīn-phûn,min7-phun5,面盆
wash,wash-hand basin,mīn-tháng,min7-thang2,面桶
wasp,,n̂g-phang,ng5-phang1,黃蜂
wasp,,hóuⁿ-thâu-phang,hounn2-thau5-phang1,虎頭蜂
waste,to,tak-nn̄g,tak4-nng7,踢膿
waste,to,hùi-tiāu,hui3-tiau7,廢掉
waste,to,hṳ-hùi,hur1-hui3,虛廢
waste,time,phau-hng-tiāu sî-hāu,phau1-hng1-tiau7 si5-hau7,拋荒掉時候
waste,time,tak-nn̄g-tiāu sî-hāu,tak4-nng7-tiau7 si5-hau7,觸喪掉時候
waste,time,hṳ-iẽn ji̍t-chí,hur1-ien6 jit8-chi2,墟延日子
waste,time,hṳ-tōu kuang-im,hur1-tou7 kuang1-im1,墟度光音
waste,time,sit-lo̍h sî-hāu,sit4-loh8 si5-hau7,失落時候
waste,to use wastefully,phah-phún-ēng,phah4-phun2-eng7,拍粉用
waste,a waste place,khuàng-iá,khuang3-ia2,礦野
waste,a waste place,khuàng-tī,khuang3-ti7,曠地
waste,a waste place,khuàng-pou,khuang3-pou1,曠埔
waste,a waste place,pou-iá,pou1-ia2,埔野
waste,a waste place,phau-hng,phau1-hng1,拋園
watch,a,sî-pie,si5-pie1,時表
watch,to wind a,khui-sî-pie,khui1-si5-pie1,開時表
watch,of the night,keⁿ,kenn1,更
watch,of the night,keⁿ-kóu,kenn1-kou2,更狗
watch,of the night,keⁿ-tiám,kenn1-tiam2,更點
watch,the first,an-keⁿ,an1-kenn1,安更
watch,to beat the,khà-keⁿ,kha3-kenn1,拍更
watch,to beat the,sûn-keⁿ,sun5-kenn1,巡更
watch,to beat the,chiéⁿ-keⁿ,chienn2-kenn1,掌更
watch,the man who does this,keⁿ-hu,kenn1-hu1,更夫
watch,"though the thief comes only in one watch, we must be on guard all night",tsò-tsha̍t che̍k-keⁿ,cho3-chhat8 chek8-kenn1,做賊一更
watch,"though the thief comes only in one watch, we must be on guard all night",chiéⁿ-tsha̍t che̍k-mêⁿ,chienn2-chhat8 chek8-menn5,掌賊一夜
watch,to,thóiⁿ-siú,thoinn2-siu2,看守
watch,to,chiéⁿ,chienn2,掌
watch,to,siú,siu2,守
watch,as sentry,sûn-hûang,sun5-huang5,巡防
watch,watchful,m̄-káⁿ-gu̍t,m7-kann2-gut8,毋敢𢯆
watch,watchful,kéng-chhéⁿ,keng2-chhenn2,警醒
watch,watchword,àm-hō,am3-ho7,暗號
watch,to appoint a,phah-àm-hō,phah4-am3-ho7,拍暗號
water,,tsúi,chui2,水
water,to water,ak-tsúi,ak4-chui2,沃水
water,water flowers,ak-hue,ak4-hue1,沃花
water,water-caltrops,nôiⁿ-kak,noinn5-kak4,菱角
water,water-course,tsúi-kau,chui2-kau1,水溝
water,watercress,tsúi-khṳ̂n-tshài,chui2-khurn5-chhai3,水芹菜
water,water-engine,tsúi-chhia,chui2-chhia1,水車
water,water-fall,pak-pòu-tsúi,pak4-pou3-chui2,腹布水
water,water-fall,pak-pòu-tsûaⁿ,pak4-pou3-chuann5,腹布泉
water,water-lily,nôiⁿ-hue,noinn5-hue1,蓮花
water,water-mill,tsúi-bō,chui2-bo7,水磨
water,water-pail,tsúi-tháng,chui2-thang2,水桶
water,water melon,si-kue,si1-kue1,西瓜
water,watering-pot,sũan-tháng,suan6-thang2,旋桶
water,watering-pot,ak-tshài-tháng,ak4-chhai3-thang2,惡菜桶
water,waterspout,lêng kauh-tsúi,leng5 kauh4-chui2,龍捲水
water,watery,tâm-tâm lok-lok-chhieh,tam5-tam5 lok4-lok4-chhieh4,㴷㴷漉漉尺
water,watery,kà-kà,ka3-ka3,假假
water,watery,seⁿ-tsúi,senn1-chui2,生水
water,watery,lóng-lóng,long2-long2,朗朗
wattles,,tek-tsa̍h,tek4-chah8,竹柵
wattles,,tek-ûi,tek4-ui5,竹圍
wave,,éng,eng2,湧
wave,,hái-éng,hai2-eng2,海湧
wave,,po-éng,po1-eng2,波湧
wave,to wave a flag,i̍t-kî,it8-ki5,一旗
wave,the flag waves in the wind,kî iãⁿ-huang,ki5 iann6-huang1,旗影風
waver,to,siẽⁿ-thâu bô-tiāⁿ,sienn6-thau5 bo5-tiann7,想頭無定
waver,to,būe-ũ kuat-ì,bue7-u6 kuat4-i3,未有決意
waver,to,būe-chêng phah-tiāⁿ tsú-ì,bue7-cheng5 phah4-tiann7 chu2-i3,未成拍定主意
waver,to,phah-sǹg būe-tiāⁿ,phah4-sng3 bue7-tiann7,拍算未定
wax,,la̍h,lah8,蠟
wax,candle,la̍h-chek,lah8-chek4,蠟燭
wax,to wax thread,sùaⁿ kia̍p-la̍h,suann3 kiap8-lah8,線夾蠟
wax,in the ears,hĩⁿ-sái,hinn6-sai2,耳屎
way,,lōu,lou7,路
way,,tãu,tau6,道
way,,thû,thu5,途
way,,lōu-thû,lou7-thu5,路途
way,,lōu-tãu,lou7-tau6,路道
way,,lōu-thâu,lou7-thau5,路頭
way,,lōu-kèⁿ,lou7-kenn3,路境
way,on the,lōu-chiēⁿ,lou7-chienn7,路上
way,on the,lōu-téng,lou7-teng2,路頂
way,on the,lōu--kò,lou7--ko3,路塊
way,to lead the,tshūa-lōu,chhua7-lou7,娶路
way,to lead the,ín-lōu,in2-lou7,引路
way,to lead the,kāng-lōu,kang7-lou7,共路
way,to lead the,kiau-lōu,kiau1-lou7,嬌路
way,to be in one's,hûang-gāi,huang5-gai7,妨礙
way,to be in the way,tìn-tò,tin3-to3,鎮倒
way,to be in the way,tìn-tiāu tī-hng,tin3-tiau7 ti7-hng1,鎮掉地方
way,half-way,pùaⁿ-lōu,puann3-lou7,半路
way,half-way,lōu-pùaⁿ-kue̍h,lou7-puann3-kueh8,路半橛
way,do it this way,chièⁿ-seⁿ-tsò,chienn3-senn1-cho3,醬生做
way,what way,ēng sĩ-mih huang-huap,eng7 si6-mih4 huang1-huap4,用是乜風法
way,which is the right,tùi tî-tiâu-lōu kiâⁿ chiàⁿ-tie̍h,tui3 ti5-tiau5-lou7 kiann5 chiann3-tieh8,對底條路行正着
way,get out of the,kiâⁿ-khui,kiann5-khui1,行開
way,get out of the,kiâⁿ-bûa,kiann5-bua5,行磨
way,to get out of one another's,sie-pī,sie1-pi7,相避
way,lose one's,kiâⁿ-tāⁿ-lōu,kiann5-tann7-lou7,行賺路
way,lose one's,kiâⁿ-tshò-lōu,kiann5-chho3-lou7,行錯路
we,(excludingthe person addressed),ûn,un5,紜
we,(including person addressed),nán,nan2,咱
weak,,nńg-jia̍k,nng2-jiak8,無力
weak,,bô-la̍t,bo5-lat8,無力
weak,,phu̍h,phuh8,薄
weak,tea,po̍h-tê,poh8-te5,無力
weak,tea,tãⁿ-tê,tann6-te5,無力
weak,weakening,sún-cheng-sîn,sun2-cheng1-sin5,損精神
weak,in weak health,sin-hūn phàⁿ,sin1-hun7 phann3,身分冇
weak,in weak health,sin-hūn lám,sin1-hun7 lam2,身分攬
wealth,,chîⁿ-tshâi,chinn5-chhai5,錢財
wealth,,chîⁿ-ngṳ̂n,chinn5-ngurn5,錢銀
wealth,,tshâi-pe̍h,chhai5-peh8,財白
wealth,wealthy,pù,pu3,富
wealth,wealthy,ũ-chîⁿ,u6-chinn5,有錢
wealth,to become,huat-tshâi,huat4-chhai5,發財
wean,,keh-nĩⁿ,keh4-ninn6,隔奶
wean,,tñg-nĩⁿ,tng6-ninn6,隔奶
wean,,pàng-nĩⁿ,pang3-ninn6,隔奶
weapon,,piaⁿ-khì,piann1-khi3,傢伙
weapon,,ke-húe,ke1-hue2,家伙
weapon,,kan-kho,kan1-kho1,傢伙
weapon,,pâi-chhieⁿ,pai5-chhienn1,傢伙
wear,to wear clothes,chhēng-saⁿ,chheng7-sann1,穿衫
wear,wear a hat,tì-bō,ti3-bo7,戴帽
wear,wear a ring (armlet),kùa-chhiú-hûan,kua3-chhiu2-huan5,掛手還
wear,wear a finger-ring,kùa-chhiú-tsat,kua3-chhiu2-chat4,掛手節
wear,wear holes in one's clothes,chhēng-phùa saⁿ-khòu,chheng7-phua3 sann1-khou3,穿破衫褲
wear,as (for example) grind-stone,siám-si̍h,siam2-sih8,閃蝕
wear,as (for example) grind-stone,siau-si̍h,siau1-sih8,消蝕
wear,worn out,chhēng-kàu-phùa,chheng7-kau3-phua3,穿到破
wear,worn out,lau-se,lau1-se1,褸些
wear,worn out,thiau-se,thiau1-se1,挑些
wear,worn out,phùa-mo̍hⁿ,phua3-mohnn8,破膜
weary,khùn; kha sng; kha sng,chhiú nńg,chhiu2 nng2,手軟
weather,,thîⁿ-sî,thinn5-si5,天時
weather,,thiⁿ,thinn1,天
weather,,thiⁿ-khì,thinn1-khi3,天時
weather,mild,thiⁿ-sî un-hûa,thinn1-si5 un1-hua5,天氣溫和
weather,mild,thiⁿ-sî thiâu-hûa,thinn1-si5 thiau5-hua5,天氣調和
weather,hot,thiⁿ-sî zua̍h,thinn1-si5 juah8,天氣熱
weather,fair,thiⁿ-sî chêⁿ,thinn1-si5 chenn5,天氣晴
weather,weather-beaten,mīn pha̍k-ou,min7 phak8-ou1,面曝烏
weather,weather-beaten,huang khau-ou,huang1 khau1-ou1,風摳烏
weather,weather-cock,sũn-huang-kî,sun6-huang1-ki5,順風旗
weather,weather-cock,tiāⁿ-huang-tsam,tiann7-huang1-cham1,定風針
weather,weather-cock,huang-sìn-kî,huang1-sin3-ki5,風信旗
weave,,keⁿ-pòu,kenn1-pou3,經布
weave,,chit-pòu,chit4-pou3,經布
weave,weaver's beam,te̍k-sim,tek8-sim1,經布
web,of cloth,che̍k-phit-pòu,chek8-phit4-pou3,一疋布
web,of cloth,che̍k-kui-pòu,chek8-kui1-pou3,一規布
web,spider's,ti-tu-si,ti1-tu1-si1,蜘蛛絲
web,the spider makes his web,ti-tu keⁿ-si,ti1-tu1 kenn1-si1,蜘蛛更絲
web,the spider makes his web,ti-tu kit-mãng,ti1-tu1 kit4-mang6,蜘蛛結網
web,the spider makes his web,ti-tu thòu-si,ti1-tu1 thou3-si1,蜘蛛吐絲
web,web-footed,ũ-ah-tôi,u6-ah4-toi5,有鴨題
wedding,a,hun-in,hun1-in1,婚姻
wedding,wedding-chair,sin-niêⁿ-kiē,sin1-nienn5-kie7,新娘轎
wedding,wedding-chair,hue-kiē,hue1-kie7,花轎
wedge,,chiⁿ,chinn1,支
wedge,,tshâ-chiⁿ,chha5-chinn1,柴支
wedge,,thih-chiⁿ,thih4-chinn1,鐵支
wedge,to wedge,chiⁿ,chinn1,支
wedge,to wedge,chiⁿ-kín,chinn1-kin2,支緊
wedge,to wedge,chiⁿ-soih,chinn1-soih4,支細
wedge,to open with wedges,chiⁿ-khui,chinn1-khui1,支開
Wednesday,,lói-pài-saⁿ,loi2-pai3-sann1,禮拜三
Wednesday,,pài-saⁿ,pai3-sann1,拜三
weed,a,tsháu,chhau2,草
weed,to,khau-tsháu,khau1-chhau2,薅草
weed,to,mán-tsháu,man2-chhau2,挽草
weed,sea-weed,hái-soi,hai2-soi1,海嘶
week,one,che̍k-kâi lói-pài,chek8-kai5 loi2-pai3,一个禮拜
week,one,chhit-ji̍t,chhit4-jit8,七日
weep,to,khàu,khau3,哭
weep,to,lâu-ma̍k-tsap,lau5-mak8-chap4,流目汁
weevils,,tsù-iêⁿ,chu3-ienn5,蛀羊
weevils,,tsù-kak-iêⁿ,chu3-kak4-ienn5,蛀角羊
weigh,to,téng,teng2,等
weigh,to (with steelyard),chhìn,chhin3,秤
weigh,to  (with balances),phêng,pheng5,平
weigh,weights,chhìn-thûi,chhin3-thui5,秤錘
weigh,weights,lî-téng-thûi,li5-teng2-thui5,璃等槌
weigh,weights,lî-chhìn-thûi,li5-chhin3-thui5,璃秤槌
weigh,weights,tô-chí,to5-chi2,桃指
weigh,weights,phêng-chí,pheng5-chi2,平指
weigh,of a clock,sî-cheng-thūi,si5-cheng1-thui7,時鐘墜
weigh,what is the weight,ũ-jie̍h-tãng,u6-jieh8-tang6,有若重
weigh,what is the weight,téng-jie̍h-tãng,teng2-jieh8-tang6,等若重
weigh,weighty,tãng,tang6,重
weigh,to weigh anything in the hand,chhìn jie̍h-tãng,chhin3 jieh8-tang6,秤若重
weigh,to weigh anything in the hand,chhìm jie̍h-tãng,chhim3 jieh8-tang6,沁若重
weigh,anchor,po̍ih-tèng,poih8-teng3,拔椗
weigh,anchor,chhia-tèng,chhia1-teng3,車碇
weigh,anchor,khie̍h-tèng,khieh8-teng3,挈椗
weigh,a matter,chim-chiak,chim1-chiak4,斟酌
weigh,a matter,phah-sǹg,phah4-sng3,拍算
weigh,a matter,pheⁿ-phah,phenn1-phah4,斟酌
weigh,a matter,phah-pheⁿ,phah4-phenn1,拍斟
welcome,to,hí-chiap,hi2-chiap4,喜接
welcome,to,huan-ngêng,huan1-ngeng5,歡迎
well,in health,nâng hó,nang5 ho2,人好
well,in health,sin-chiēⁿ zû-zuán,sin1-chienn7 ju5-juan2,身上如轉
well,in health,sóng-khùai,song2-khuai3,爽快
well,in health,khùaⁿ-ua̍h,khuann3-uah8,快活
well,in health,uaⁿ-jiên,uann1-jien5,安然
well,in health,phêng-an,pheng5-an1,平安
well,in health,thiâu-hûa,thiau5-hua5,調和
well,written (as composition),pit-ba̍k hó,pit4-bak8 ho2,筆墨好
well,written (as composition),pit-tói hó,pit4-toi2 ho2,筆底好
well,written (as characters),jī ngiáⁿ,ji7 ngiann2,字雅
well,written (as characters),ngiáⁿ-jī,ngiann2-ji7,雅字
well,written (as characters),õi-khiâ-pit,oi6-khia5-pit4,會騎筆
well,written (as characters),õi-siá-jī,oi6-sia2-ji7,會寫字
well,written (as characters),jī tuan-khái,ji7 tuan1-khai2,字端凱
well,written (as characters),jī siù-se̍k,ji7 siu3-sek8,字秀熟
well,made,tsò-lâi kang-hu,cho3-lai5 kang1-hu1,做來工夫
well,cooked,sa̍h-se̍k,sah8-sek8,煠熟
