puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,go³,,,,塊,,,,,dieghv > dioion.dict
,go³,,,,划,,,,,dieghv > dioion.dict
,go³,,,,告,,,,,dieghv > dioion.dict
,goh⁴,,,,閣,,,,,dieghv > dioion.dict
,go⁵,,,,擱,,,,,dieghv > dioion.dict
,go⁶,,,,個,,,,,dieghv > dioion.dict
,ko¹,,,,戈,,,,,dieghv > dioion.dict
,ko¹,,,,柯,,,,,dieghv > dioion.dict
,ko¹,,,,珂,,,,,dieghv > dioion.dict
,ko¹,,,,疴,,,,,dieghv > dioion.dict
,ko¹,,,,窠,,,,,dieghv > dioion.dict
,ko¹,,,,稞,,,,,dieghv > dioion.dict
,ko¹,,,,舸,,,,,dieghv > dioion.dict
,ko¹,,,,苛,,,,,dieghv > dioion.dict
,ko¹,,,,軻,,,,,dieghv > dioion.dict
,ko¹,,,,輠,,,,,dieghv > dioion.dict
,ko¹,,,,牁,,,,,dieghv > dioion.dict
,ko²,,,,可,,,,,dieghv > dioion.dict
,ko²,,,,顆,,,,,dieghv > dioion.dict
,ko²,,,,哿,,,,,dieghv > dioion.dict
,ko²,,,,岢,,,,,dieghv > dioion.dict
,ko²,,,,坷,,,,,dieghv > dioion.dict
,ko²,,,,棵,,,,,dieghv > dioion.dict
,ko²,,,,涸,,,,,dieghv > dioion.dict
,ko²,,,,髁,,,,,dieghv > dioion.dict
,ko²,,,,騍,,,,,dieghv > dioion.dict
,ko³,,,,錁,,,,,dieghv > dioion.dict
,ngo³,,,,喁,,,,,dieghv > dioion.dict
,ngo⁵,,,,喁,,,,,dieghv > dioion.dict
,ngo⁵,,,,娥,,,,,dieghv > dioion.dict
,ngo⁵,,,,哦,,,,,dieghv > dioion.dict
,ngo⁵,,,,俄,,,,,dieghv > dioion.dict
,ngo⁵,,,,峨,,,,,dieghv > dioion.dict
,ngo⁵,,,,莪,,,,,dieghv > dioion.dict
,ngo⁵,,,,硪,,,,,dieghv > dioion.dict
,ngo⁵,,,,蛾,,,,,dieghv > dioion.dict
,ngo⁵,,,,鋨,,,,,dieghv > dioion.dict
,ngo⁵,,,,梧,,,,,dieghv > dioion.dict
,ngo⁵,,,,嵎,,,,,dieghv > dioion.dict
,ngo⁵,,,,虞,,,,,dieghv > dioion.dict
,ngo⁵,,,,禺,,,,,dieghv > dioion.dict
,ngo⁶,,,,寓,,,,,dieghv > dioion.dict
,ngo⁶,,,,寤,,,,,dieghv > dioion.dict
,ngo⁶,,,,悟,,,,,dieghv > dioion.dict
,ngo⁶,,,,遇,,,,,dieghv > dioion.dict
,ngo⁶,,,,晤,,,,,dieghv > dioion.dict
,gho⁵,,,,鵝,,,,,dieghv > dioion.dict
,gho⁷,,,,餓,,,,,dieghv > dioion.dict
,ho¹,,,,呵,,,,,dieghv > dioion.dict
,ho¹,,,,訶,,,,,dieghv > dioion.dict
,ho²,,,,好,,,,,dieghv > dioion.dict
,ho³,,,,耗,,,,,dieghv > dioion.dict
,ho³,,,,囮,,,,,dieghv > dioion.dict
,ho³,,,,訛,,,,,dieghv > dioion.dict
,ho³,,,,荷,,,,,dieghv > dioion.dict
,ho⁵,,,,何,,,,,dieghv > dioion.dict
,ho⁵,,,,荷,,,,,dieghv > dioion.dict
,ho⁵,,,,河,,,,,dieghv > dioion.dict
,ho⁵,,,,和,,,,,dieghv > dioion.dict
,ho⁶,,,,和,,,,,dieghv > dioion.dict
,ho⁶,,,,龢,,,,,dieghv > dioion.dict
,ho⁷,,,,號,,,,,dieghv > dioion.dict
,ho⁷,,,,賀,,,,,dieghv > dioion.dict
,hoh⁸,,,,福,,,,,dieghv > dioion.dict
,hoh⁸,,,,鶴,,,,,dieghv > dioion.dict
,zo²,,,,左,,,,,dieghv > dioion.dict
,zo²,,,,佐,,,,,dieghv > dioion.dict
,zo²,,,,俎,,,,,dieghv > dioion.dict
,zo²,,,,阻,,,,,dieghv > dioion.dict
,zo²,,,,棗,,,,,dieghv > dioion.dict
,zo³,,,,做,,,,,dieghv > dioion.dict
,zoh⁴,,,,作,,,,,dieghv > dioion.dict
,zoh⁴,,,,撧,,,,,dieghv > dioion.dict
,zo⁵,,,,槽,,,,,dieghv > dioion.dict
,zo⁶,,,,佐,,,,,dieghv > dioion.dict
,zo⁶,,,,助,,,,,dieghv > dioion.dict
,zo⁶,,,,坐,,,,,dieghv > dioion.dict
,zo⁷,,,,座,,,,,dieghv > dioion.dict
,zoh⁸,,,,絕,,,,,dieghv > dioion.dict
,co¹,,,,初,,,,,dieghv > dioion.dict
,co²,,,,草,,,,,dieghv > dioion.dict
,co²,,,,楚,,,,,dieghv > dioion.dict
,co²,,,,礎,,,,,dieghv > dioion.dict
,co³,,,,錯,,,,,dieghv > dioion.dict
,co³,,,,銼,,,,,dieghv > dioion.dict
,co³,,,,糙,,,,,dieghv > dioion.dict
,coh⁴,,,,撮,,,,,dieghv > dioion.dict
,co⁵,,,,鋤,,,,,dieghv > dioion.dict
,co⁵,,,,磋,,,,,dieghv > dioion.dict
,co⁵,,,,脞,,,,,dieghv > dioion.dict
,co⁵,,,,莝,,,,,dieghv > dioion.dict
,co⁵,,,,鹺,,,,,dieghv > dioion.dict
,co⁵,,,,矬,,,,,dieghv > dioion.dict
,co⁵,,,,剉,,,,,dieghv > dioion.dict
,co⁵,,,,挫,,,,,dieghv > dioion.dict
,so¹,,,,唆,,,,,dieghv > dioion.dict
,so¹,,,,娑,,,,,dieghv > dioion.dict
,so¹,,,,搓,,,,,dieghv > dioion.dict
,so¹,,,,嗦,,,,,dieghv > dioion.dict
,so¹,,,,挲,,,,,dieghv > dioion.dict
,so¹,,,,桫,,,,,dieghv > dioion.dict
,so¹,,,,梭,,,,,dieghv > dioion.dict
,so¹,,,,疏,,,,,dieghv > dioion.dict
,so¹,,,,蔬,,,,,dieghv > dioion.dict
