puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,,Sûn,Sûn,,淳,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,純,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,醇,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,鶉,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,殉,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,恂,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,洵,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,詢,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,珣,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,峋,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,犉,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,紃,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,槆,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,蒪,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,焞,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,錞,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,惇,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,揗,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,馴,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,郇,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,迿,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,sûn,sûn,,紋,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūn,Sūn,,順,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūn,Sūn,,揗,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,sūn,sūn,,舜,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
