puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,ho⁵,,,,和,,,,,dieghv > dieziu.dict
,ho⁶,,,,和,,,,,dieghv > dieziu.dict
,ho⁶,,,,龢,,,,,dieghv > dieziu.dict
,ho⁷,,,,號,,,,,dieghv > dieziu.dict
,ho⁷,,,,賀,,,,,dieghv > dieziu.dict
,hoh⁸,,,,福,,,,,dieghv > dieziu.dict
,hoh⁸,,,,鶴,,,,,dieghv > dieziu.dict
,zo²,,,,左,,,,,dieghv > dieziu.dict
,zo²,,,,佐,,,,,dieghv > dieziu.dict
,zo²,,,,俎,,,,,dieghv > dieziu.dict
,zo²,,,,阻,,,,,dieghv > dieziu.dict
,zo²,,,,棗,,,,,dieghv > dieziu.dict
,zo³,,,,做,,,,,dieghv > dieziu.dict
,zoh⁴,,,,作,,,,,dieghv > dieziu.dict
,zoh⁴,,,,撧,,,,,dieghv > dieziu.dict
,zo⁵,,,,槽,,,,,dieghv > dieziu.dict
,zo⁶,,,,佐,,,,,dieghv > dieziu.dict
,zo⁶,,,,助,,,,,dieghv > dieziu.dict
,zo⁶,,,,坐,,,,,dieghv > dieziu.dict
,zo⁷,,,,座,,,,,dieghv > dieziu.dict
,zoh⁸,,,,絕,,,,,dieghv > dieziu.dict
,co¹,,,,初,,,,,dieghv > dieziu.dict
,co²,,,,草,,,,,dieghv > dieziu.dict
,co²,,,,楚,,,,,dieghv > dieziu.dict
,co²,,,,礎,,,,,dieghv > dieziu.dict
