puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source
e̍k,,,,繹,,,,,,teochew.chars
e̍k,,,,翌,,,,,,teochew.chars
e̍k,,,,翼,,,,,,teochew.chars
e̍k,,,,腋,,,,,,teochew.chars
e̍k,,,,譯,,,,,,teochew.chars
e̍k,,,,隘,,,,,,teochew.chars
gau̍h,,,,樂,,,,,,teochew.chars
ge̍k,,,,獄,,,,,,teochew.chars
ge̍k,,,,玉,,,,,,teochew.chars
già,,,,訝,,,,,,teochew.chars
già,,,,迓,,,,,,teochew.chars
gue̍h,,,,月,,,,,,teochew.chars
gue̍h,,,,鑰,,,,,,teochew.chars
gâu,,,,𠢕,,,,,,teochew.chars
gê,,,,牙,,,,,,teochew.chars
gê,,,,芽,,,,,,teochew.chars
gê,,,,蚜,,,,,,teochew.chars
gê,,,,蜈,,,,,,teochew.chars
gê,,,,衙,,,,,,teochew.chars
gî,,,,宜,,,,,,teochew.chars
gî,,,,疑,,,,,,teochew.chars
gô,,,,鵝,,,,,,teochew.chars
gôi,,,,倪,,,,,,teochew.chars
gôu,,,,吳,,,,,,teochew.chars
gû,,,,牛,,,,,,teochew.chars
gāi,,,,礙,,,,,,teochew.chars
gō,,,,莪,,,,,,teochew.chars
gō,,,,餓,,,,,,teochew.chars
gōi,,,,藝,,,,,,teochew.chars
gōu,,,,誤,,,,,,teochew.chars
gūa,,,,外,,,,,,teochew.chars
gūi,,,,魏,,,,,,teochew.chars
gṳ́,,,,語,,,,,,teochew.chars
gṳ̃,,,,禦,,,,,,teochew.chars
gṳ̃,,,,馭,,,,,,teochew.chars
gṳ̄,,,,御,,,,,,teochew.chars
ha,,,,哈,,,,,,teochew.chars
hah,,,,哈,,,,,,teochew.chars
hah,,,,瓣,,,,,,teochew.chars
hak,,,,喝,,,,,,teochew.chars
hak,,,,壑,,,,,,teochew.chars
hak,,,,涸,,,,,,teochew.chars
hak,,,,瞎,,,,,,teochew.chars
hak,,,,蓄,,,,,,teochew.chars
hak,,,,蠍,,,,,,teochew.chars
hak,,,,褐,,,,,,teochew.chars
hak,,,,豁,,,,,,teochew.chars
hak,,,,轄,,,,,,teochew.chars
hak,,,,遏,,,,,,teochew.chars
hak,,,,郝,,,,,,teochew.chars
ham,,,,憨,,,,,,teochew.chars
ham,,,,邯,,,,,,teochew.chars
ham,,,,酣,,,,,,teochew.chars
han,,,,鼾,,,,,,teochew.chars
hang,,,,烘,,,,,,teochew.chars
hang,,,,魴,,,,,,teochew.chars
hau,,,,哮,,,,,,teochew.chars
hau,,,,浩,,,,,,teochew.chars
hau,,,,號,,,,,,teochew.chars
hau,,,,酵,,,,,,teochew.chars
hau,,,,齁,,,,,,teochew.chars
ha̍h,,,,合,,,,,,teochew.chars
ha̍k,,,,乏,,,,,,teochew.chars
ha̍k,,,,學,,,,,,teochew.chars
ha̍p,,,,合,,,,,,teochew.chars
ha̍p,,,,峽,,,,,,teochew.chars
he,,,,嘿,,,,,,teochew.chars
heh,,,,嚇,,,,,,teochew.chars
hek,,,,核,,,,,,teochew.chars
hek,,,,赫,,,,,,teochew.chars
hek,,,,閡,,,,,,teochew.chars
hek,,,,黑,,,,,,teochew.chars
heng,,,,亨,,,,,,teochew.chars
heng,,,,匈,,,,,,teochew.chars
heng,,,,哼,,,,,,teochew.chars
heng,,,,胸,,,,,,teochew.chars
heng,,,,興,,,,,,teochew.chars
heng,,,,馨,,,,,,teochew.chars
he̍hⁿ,,,,赫,,,,,,teochew.chars
he̍k,,,,乏,,,,,,teochew.chars
hi,,,,兮,,,,,,teochew.chars
hi,,,,唏,,,,,,teochew.chars
hi,,,,嘻,,,,,,teochew.chars
hi,,,,希,,,,,,teochew.chars
hi,,,,烯,,,,,,teochew.chars
hi,,,,熙,,,,,,teochew.chars
hi,,,,熹,,,,,,teochew.chars
hi,,,,犧,,,,,,teochew.chars
hi,,,,禧,,,,,,teochew.chars
hi,,,,稀,,,,,,teochew.chars
hi,,,,羲,,,,,,teochew.chars
hi,,,,頤,,,,,,teochew.chars
hia,,,,桸,,,,,,teochew.chars
hia,,,,靴,,,,,,teochew.chars
hiah,,,,歇,,,,,,teochew.chars
hiak,,,,暍,,,,,,teochew.chars
hiak,,,,蠍,,,,,,teochew.chars
hiam,,,,薟,,,,,,teochew.chars
hiang,,,,鄉,,,,,,teochew.chars
hiang,,,,鄕,,,,,,teochew.chars
hiang,,,,香,,,,,,teochew.chars
hiau,,,,僥,,,,,,teochew.chars
hiau,,,,梟,,,,,,teochew.chars
hiau,,,,邀,,,,,,teochew.chars
hiau,,,,驍,,,,,,teochew.chars
hiauⁿ,,,,掀,,,,,,teochew.chars
hia̍h,,,,役,,,,,,teochew.chars
hia̍h,,,,額,,,,,,teochew.chars
hia̍p,,,,俠,,,,,,teochew.chars
hia̍p,,,,協,,,,,,teochew.chars
hia̍p,,,,挾,,,,,,teochew.chars
hia̍p,,,,狹,,,,,,teochew.chars
hia̍p,,,,脅,,,,,,teochew.chars
hia̍p,,,,葉,,,,,,teochew.chars
hiaⁿ,,,,兄,,,,,,teochew.chars
hiet,,,,蝎,,,,,,teochew.chars
hie̍h,,,,葉,,,,,,teochew.chars
hie̍h,,,,頁,,,,,,teochew.chars
hieⁿ,,,,鄉,,,,,,teochew.chars
hieⁿ,,,,鄕,,,,,,teochew.chars
hieⁿ,,,,香,,,,,,teochew.chars
him,,,,鑫,,,,,,teochew.chars
hiok,,,,旭,,,,,,teochew.chars
hiok,,,,毓,,,,,,teochew.chars
hiok,,,,郁,,,,,,teochew.chars
hiok,,,,馥,,,,,,teochew.chars
hiong,,,,兇,,,,,,teochew.chars
hiong,,,,凶,,,,,,teochew.chars
hiong,,,,匈,,,,,,teochew.chars
hiong,,,,洶,,,,,,teochew.chars
hip,,,,熻,,,,,,teochew.chars
hip,,,,翕,,,,,,teochew.chars
hiuⁿ,,,,休,,,,,,teochew.chars
hiuⁿ,,,,幽,,,,,,teochew.chars
hiuⁿ,,,,悠,,,,,,teochew.chars
hiuⁿ,,,,攸,,,,,,teochew.chars
hiuⁿ,,,,貅,,,,,,teochew.chars
hiàng,,,,向,,,,,,teochew.chars
hiàng,,,,嚮,,,,,,teochew.chars
hiàng,,,,餉,,,,,,teochew.chars
hiám,,,,險,,,,,,teochew.chars
hiáng,,,,享,,,,,,teochew.chars
hiáng,,,,晌,,,,,,teochew.chars
hiáng,,,,響,,,,,,teochew.chars
hiáng,,,,饗,,,,,,teochew.chars
hiáu,,,,曉,,,,,,teochew.chars
hiâ,,,,暇,,,,,,teochew.chars
hiâ,,,,瑕,,,,,,teochew.chars
hiâ,,,,遐,,,,,,teochew.chars
hiâ,,,,霞,,,,,,teochew.chars
hiâm,,,,嫌,,,,,,teochew.chars
hiâm,,,,𭒡,,,,,,teochew.chars
hiâⁿ,,,,煆,,,,,,teochew.chars
hiâⁿ,,,,燃,,,,,,teochew.chars
hiâⁿ,,,,邢,,,,,,teochew.chars
hiâⁿ,,,,顏,,,,,,teochew.chars
hiã,,,,下,,,,,,teochew.chars
hiã,,,,瓦,,,,,,teochew.chars
hiã,,,,蟻,,,,,,teochew.chars
hièn,,,,憲,,,,,,teochew.chars
hièn,,,,獻,,,,,,teochew.chars
hièn,,,,絢,,,,,,teochew.chars
hièn,,,,釁,,,,,,teochew.chars
hién,,,,顯,,,,,,teochew.chars
hiên,,,,懸,,,,,,teochew.chars
hiên,,,,玄,,,,,,teochew.chars
hiên,,,,眩,,,,,,teochew.chars
hiên,,,,舷,,,,,,teochew.chars
hiên,,,,賢,,,,,,teochew.chars
hiông,,,,雄,,,,,,teochew.chars
hiùⁿ,,,,嗅,,,,,,teochew.chars
hiùⁿ,,,,臭,,,,,,teochew.chars
hiúⁿ,,,,朽,,,,,,teochew.chars
hiûⁿ,,,,裘,,,,,,teochew.chars
hiāⁿ,,,,艾,,,,,,teochew.chars
hiēn,,,,現,,,,,,teochew.chars
hng,,,,哼,,,,,,teochew.chars
hng,,,,方,,,,,,teochew.chars
hng,,,,昏,,,,,,teochew.chars
hng,,,,祅,,,,,,teochew.chars
hng,,,,荒,,,,,,teochew.chars
hng,,,,醺,,,,,,teochew.chars
hn̂g,,,,園,,,,,,teochew.chars
ho,,,,呵,,,,,,teochew.chars
ho,,,,犺,,,,,,teochew.chars
hoh,,,,熇,,,,,,teochew.chars
hoh,,,,翕,,,,,,teochew.chars
hoh,,,,酷,,,,,,teochew.chars
hok,,,,福,,,,,,teochew.chars
hok,,,,複,,,,,,teochew.chars
hok,,,,輻,,,,,,teochew.chars
hong,,,,丰,,,,,,teochew.chars
hong,,,,哄,,,,,,teochew.chars
hong,,,,封,,,,,,teochew.chars
hong,,,,峯,,,,,,teochew.chars
hong,,,,烘,,,,,,teochew.chars
hong,,,,烽,,,,,,teochew.chars
hong,,,,豐,,,,,,teochew.chars
hong,,,,轟,,,,,,teochew.chars
hong,,,,鋒,,,,,,teochew.chars
hong,,,,風,,,,,,teochew.chars
hou,,,,呼,,,,,,teochew.chars
ho̍h,,,,鶴,,,,,,teochew.chars
ho̍k,,,,伏,,,,,,teochew.chars
ho̍k,,,,域,,,,,,teochew.chars
ho̍k,,,,復,,,,,,teochew.chars
ho̍k,,,,惑,,,,,,teochew.chars
ho̍k,,,,或,,,,,,teochew.chars
ho̍k,,,,服,,,,,,teochew.chars
ho̍k,,,,袱,,,,,,teochew.chars
ho̍k,,,,覆,,,,,,teochew.chars
hu,,,,乎,,,,,,teochew.chars
hu,,,,俘,,,,,,teochew.chars
hu,,,,呼,,,,,,teochew.chars
hu,,,,夫,,,,,,teochew.chars
hu,,,,孚,,,,,,teochew.chars
hu,,,,孵,,,,,,teochew.chars
hu,,,,敷,,,,,,teochew.chars
hu,,,,烌,,,,,,teochew.chars
hu,,,,腐,,,,,,teochew.chars
hu,,,,膚,,,,,,teochew.chars
hua,,,,嘩,,,,,,teochew.chars
hua,,,,花,,,,,,teochew.chars
hua,,,,華,,,,,,teochew.chars
hua,,,,譁,,,,,,teochew.chars
huah,,,,呵,,,,,,teochew.chars
huah,,,,喝,,,,,,teochew.chars
huan,,,,幡,,,,,,teochew.chars
huan,,,,歡,,,,,,teochew.chars
huan,,,,獾,,,,,,teochew.chars
huan,,,,畨,,,,,,teochew.chars
huan,,,,番,,,,,,teochew.chars
huan,,,,翻,,,,,,teochew.chars
huang,,,,坊,,,,,,teochew.chars
huang,,,,封,,,,,,teochew.chars
huang,,,,慌,,,,,,teochew.chars
huang,,,,方,,,,,,teochew.chars
huang,,,,瘋,,,,,,teochew.chars
huang,,,,肪,,,,,,teochew.chars
huang,,,,芳,,,,,,teochew.chars
huang,,,,荒,,,,,,teochew.chars
huang,,,,謊,,,,,,teochew.chars
huang,,,,風,,,,,,teochew.chars
huap,,,,法,,,,,,teochew.chars
huap,,,,琺,,,,,,teochew.chars
huap,,,,砝,,,,,,teochew.chars
huat,,,,發,,,,,,teochew.chars
huat,,,,髮,,,,,,teochew.chars
hua̍h,,,,伐,,,,,,teochew.chars
hua̍t,,,,乏,,,,,,teochew.chars
hua̍t,,,,伐,,,,,,teochew.chars
hua̍t,,,,穴,,,,,,teochew.chars
hua̍t,,,,筏,,,,,,teochew.chars
hua̍t,,,,罰,,,,,,teochew.chars
hua̍t,,,,閥,,,,,,teochew.chars
huaⁿ,,,,歡,,,,,,teochew.chars
huaⁿ,,,,還,,,,,,teochew.chars
hue,,,,化,,,,,,teochew.chars
hue,,,,灰,,,,,,teochew.chars
hue,,,,花,,,,,,teochew.chars
hue,,,,華,,,,,,teochew.chars
hueh,,,,血,,,,,,teochew.chars
hui,,,,啡,,,,,,teochew.chars
hui,,,,囘,,,,,,teochew.chars
hui,,,,回,,,,,,teochew.chars
hui,,,,妃,,,,,,teochew.chars
hui,,,,徽,,,,,,teochew.chars
hui,,,,扉,,,,,,teochew.chars
hui,,,,揮,,,,,,teochew.chars
hui,,,,灰,,,,,,teochew.chars
hui,,,,翡,,,,,,teochew.chars
hui,,,,菲,,,,,,teochew.chars
hui,,,,輝,,,,,,teochew.chars
hui,,,,霏,,,,,,teochew.chars
hui,,,,非,,,,,,teochew.chars
hui,,,,飛,,,,,,teochew.chars
hui,,,,麾,,,,,,teochew.chars
hun,,,,分,,,,,,teochew.chars
hun,,,,吩,,,,,,teochew.chars
hun,,,,婚,,,,,,teochew.chars
hun,,,,昏,,,,,,teochew.chars
hun,,,,暈,,,,,,teochew.chars
hun,,,,氛,,,,,,teochew.chars
hun,,,,汾,,,,,,teochew.chars
hun,,,,渾,,,,,,teochew.chars
hun,,,,燻,,,,,,teochew.chars
hun,,,,紛,,,,,,teochew.chars
hun,,,,芬,,,,,,teochew.chars
hun,,,,葷,,,,,,teochew.chars
hun,,,,薰,,,,,,teochew.chars
hun,,,,酚,,,,,,teochew.chars
hut,,,,弗,,,,,,teochew.chars
hut,,,,彿,,,,,,teochew.chars
hut,,,,忽,,,,,,teochew.chars
hut,,,,拂,,,,,,teochew.chars
hut,,,,歘,,,,,,teochew.chars
hut,,,,氟,,,,,,teochew.chars
hut,,,,沸,,,,,,teochew.chars
huàn,,,,喚,,,,,,teochew.chars
huàn,,,,幻,,,,,,teochew.chars
huàn,,,,換,,,,,,teochew.chars
huàn,,,,渙,,,,,,teochew.chars
huàn,,,,煥,,,,,,teochew.chars
huàn,,,,瘓,,,,,,teochew.chars
huàn,,,,販,,,,,,teochew.chars
huàng,,,,放,,,,,,teochew.chars
huán,,,,反,,,,,,teochew.chars
huán,,,,緩,,,,,,teochew.chars
huán,,,,返,,,,,,teochew.chars
huáng,,,,仿,,,,,,teochew.chars
huáng,,,,坊,,,,,,teochew.chars
huáng,,,,幌,,,,,,teochew.chars
huáng,,,,彷,,,,,,teochew.chars
huáng,,,,恍,,,,,,teochew.chars
huáng,,,,晃,,,,,,teochew.chars
huáng,,,,紡,,,,,,teochew.chars
huáng,,,,訪,,,,,,teochew.chars
huâi,,,,徊,,,,,,teochew.chars
huâi,,,,懷,,,,,,teochew.chars
huâi,,,,槐,,,,,,teochew.chars
huâi,,,,淮,,,,,,teochew.chars
huân,,,,垣,,,,,,teochew.chars
huân,,,,桓,,,,,,teochew.chars
huân,,,,樊,,,,,,teochew.chars
huân,,,,煩,,,,,,teochew.chars
huân,,,,環,,,,,,teochew.chars
huân,,,,礬,,,,,,teochew.chars
huân,,,,繁,,,,,,teochew.chars
huân,,,,還,,,,,,teochew.chars
huân,,,,𥐥,,,,,,teochew.chars
huâng,,,,凰,,,,,,teochew.chars
huâng,,,,妨,,,,,,teochew.chars
huâng,,,,徨,,,,,,teochew.chars
huâng,,,,惶,,,,,,teochew.chars
huâng,,,,煌,,,,,,teochew.chars
huâng,,,,皇,,,,,,teochew.chars
huâng,,,,磺,,,,,,teochew.chars
huâng,,,,簧,,,,,,teochew.chars
huâng,,,,蝗,,,,,,teochew.chars
huâng,,,,衡,,,,,,teochew.chars
huâng,,,,防,,,,,,teochew.chars
huãi,,,,壞,,,,,,teochew.chars
huãn,,,,宦,,,,,,teochew.chars
huãn,,,,豢,,,,,,teochew.chars
huãn,,,,飯,,,,,,teochew.chars
hu̍t,,,,佛,,,,,,teochew.chars
hu̍t,,,,核,,,,,,teochew.chars
hà,,,,孝,,,,,,teochew.chars
hàm,,,,喊,,,,,,teochew.chars
hàn,,,,漢,,,,,,teochew.chars
hàu,,,,㭳,,,,,,teochew.chars
hàu,,,,孝,,,,,,teochew.chars
hàuⁿ,,,,好,,,,,,teochew.chars
hái,,,,海,,,,,,teochew.chars
hám,,,,撼,,,,,,teochew.chars
hán,,,,悍,,,,,,teochew.chars
hán,,,,捍,,,,,,teochew.chars
hán,,,,汗,,,,,,teochew.chars
hán,,,,焊,,,,,,teochew.chars
hán,,,,罕,,,,,,teochew.chars
háng,,,,夯,,,,,,teochew.chars
háu,,,,吼,,,,,,teochew.chars
háu,,,,好,,,,,,teochew.chars
háu,,,,昊,,,,,,teochew.chars
háu,,,,皓,,,,,,teochew.chars
háu,,,,鎬,,,,,,teochew.chars
hâ,,,,縖,,,,,,teochew.chars
hâi,,,,孩,,,,,,teochew.chars
hâi,,,,諧,,,,,,teochew.chars
hâi,,,,頦,,,,,,teochew.chars
hâi,,,,骸,,,,,,teochew.chars
hâm,,,,函,,,,,,teochew.chars
hâm,,,,含,,,,,,teochew.chars
hâm,,,,咸,,,,,,teochew.chars
hâm,,,,涵,,,,,,teochew.chars
hâm,,,,銜,,,,,,teochew.chars
hân,,,,寒,,,,,,teochew.chars
hân,,,,汗,,,,,,teochew.chars
hân,,,,翰,,,,,,teochew.chars
hân,,,,韓,,,,,,teochew.chars
hâng,,,,杭,,,,,,teochew.chars
hâng,,,,絎,,,,,,teochew.chars
hâng,,,,航,,,,,,teochew.chars
hâng,,,,行,,,,,,teochew.chars
hâng,,,,降,,,,,,teochew.chars
hâu,,,,嚎,,,,,,teochew.chars
hâu,,,,壕,,,,,,teochew.chars
hâu,,,,毫,,,,,,teochew.chars
hâu,,,,豪,,,,,,teochew.chars
hãi,,,,亥,,,,,,teochew.chars
hãi,,,,咳,,,,,,teochew.chars
hãi,,,,孩,,,,,,teochew.chars
hãi,,,,懈,,,,,,teochew.chars
hãi,,,,械,,,,,,teochew.chars
hãi,,,,氦,,,,,,teochew.chars
hãi,,,,薤,,,,,,teochew.chars
hãi,,,,解,,,,,,teochew.chars
hãi,,,,駭,,,,,,teochew.chars
hãm,,,,憾,,,,,,teochew.chars
hãn,,,,限,,,,,,teochew.chars
hãng,,,,項,,,,,,teochew.chars
hãu,,,,後,,,,,,teochew.chars
hãu,,,,校,,,,,,teochew.chars
hèng,,,,興,,,,,,teochew.chars
hê,,,,蝦,,,,,,teochew.chars
hêng,,,,刑,,,,,,teochew.chars
hêng,,,,型,,,,,,teochew.chars
hêng,,,,形,,,,,,teochew.chars
hêng,,,,恆,,,,,,teochew.chars
hêng,,,,王,,,,,,teochew.chars
hêng,,,,行,,,,,,teochew.chars
hêng,,,,雄,,,,,,teochew.chars
hì,,,,呬,,,,,,teochew.chars
hì,,,,戲,,,,,,teochew.chars
hí,,,,喜,,,,,,teochew.chars
hî,,,,畦,,,,,,teochew.chars
hîm,,,,熊,,,,,,teochew.chars
hîn,,,,眩,,,,,,teochew.chars
hîⁿ,,,,弦,,,,,,teochew.chars
hîⁿ,,,,舷,,,,,,teochew.chars
hñg,,,,遠,,,,,,teochew.chars
hò,,,,耗,,,,,,teochew.chars
hò,,,,荷,,,,,,teochew.chars
hò,,,,訛,,,,,,teochew.chars
hòng,,,,哄,,,,,,teochew.chars
hòng,,,,訌,,,,,,teochew.chars
hòng,,,,諷,,,,,,teochew.chars
hòng,,,,鬨,,,,,,teochew.chars
hòu,,,,戽,,,,,,teochew.chars
hó,,,,好,,,,,,teochew.chars
hóng,,,,俸,,,,,,teochew.chars
hóng,,,,哄,,,,,,teochew.chars
hóng,,,,蚌,,,,,,teochew.chars
hóu,,,,否,,,,,,teochew.chars
hóuⁿ,,,,琥,,,,,,teochew.chars
hóuⁿ,,,,虎,,,,,,teochew.chars
hô,,,,何,,,,,,teochew.chars
hô,,,,合,,,,,,teochew.chars
hô,,,,河,,,,,,teochew.chars
hô,,,,荷,,,,,,teochew.chars
hôiⁿ,,,,還,,,,,,teochew.chars
hông,,,,宏,,,,,,teochew.chars
hông,,,,弘,,,,,,teochew.chars
hông,,,,洪,,,,,,teochew.chars
hông,,,,烘,,,,,,teochew.chars
hông,,,,紅,,,,,,teochew.chars
hông,,,,縫,,,,,,teochew.chars
hông,,,,肱,,,,,,teochew.chars
hông,,,,虹,,,,,,teochew.chars
hông,,,,逢,,,,,,teochew.chars
hông,,,,鴻,,,,,,teochew.chars
hôu,,,,侯,,,,,,teochew.chars
hôu,,,,狐,,,,,,teochew.chars
hôu,,,,胡,,,,,,teochew.chars
hôu,,,,葫,,,,,,teochew.chars
hôu,,,,蜈,,,,,,teochew.chars
hôu,,,,蝴,,,,,,teochew.chars
hôu,,,,鬍,,,,,,teochew.chars
hôuⁿ,,,,唬,,,,,,teochew.chars
hõ,,,,和,,,,,,teochew.chars
hõi,,,,蟹,,,,,,teochew.chars
hõiⁿ,,,,閡,,,,,,teochew.chars
hõng,,,,奉,,,,,,teochew.chars
hõng,,,,鳳,,,,,,teochew.chars
hõu,,,,后,,,,,,teochew.chars
hõu,,,,戶,,,,,,teochew.chars
hõu,,,,雨,,,,,,teochew.chars
hù,,,,付,,,,,,teochew.chars
hù,,,,傅,,,,,,teochew.chars
hù,,,,副,,,,,,teochew.chars
hù,,,,咐,,,,,,teochew.chars
hù,,,,訃,,,,,,teochew.chars
hù,,,,賦,,,,,,teochew.chars
hù,,,,赴,,,,,,teochew.chars
hùam,,,,泛,,,,,,teochew.chars
hùe,,,,化,,,,,,teochew.chars
hùe,,,,悔,,,,,,teochew.chars
hùe,,,,晦,,,,,,teochew.chars
hùe,,,,歲,,,,,,teochew.chars
hùe,,,,誨,,,,,,teochew.chars
hùe,,,,貨,,,,,,teochew.chars
hùi,,,,廢,,,,,,teochew.chars
hùi,,,,肺,,,,,,teochew.chars
hùi,,,,諱,,,,,,teochew.chars
hùi,,,,費,,,,,,teochew.chars
hùn,,,,奮,,,,,,teochew.chars
hùn,,,,憤,,,,,,teochew.chars
hùn,,,,楦,,,,,,teochew.chars
hùn,,,,訓,,,,,,teochew.chars
hú,,,,俯,,,,,,teochew.chars
hú,,,,府,,,,,,teochew.chars
hú,,,,拊,,,,,,teochew.chars
hú,,,,捬,,,,,,teochew.chars
hú,,,,栩,,,,,,teochew.chars
hú,,,,父,,,,,,teochew.chars
hú,,,,缶,,,,,,teochew.chars
hú,,,,腑,,,,,,teochew.chars
hú,,,,許,,,,,,teochew.chars
hú,,,,釜,,,,,,teochew.chars
húe,,,,伙,,,,,,teochew.chars
húe,,,,夥,,,,,,teochew.chars
húe,,,,火,,,,,,teochew.chars
húi,,,,卉,,,,,,teochew.chars
húi,,,,毀,,,,,,teochew.chars
húi,,,,菲,,,,,,teochew.chars
húi,,,,誹,,,,,,teochew.chars
húi,,,,諱,,,,,,teochew.chars
húiⁿ,,,,匪,,,,,,teochew.chars
húiⁿ,,,,毀,,,,,,teochew.chars
hún,,,,忿,,,,,,teochew.chars
hún,,,,粉,,,,,,teochew.chars
hû,,,,和,,,,,,teochew.chars
hû,,,,噓,,,,,,teochew.chars
hû,,,,壺,,,,,,teochew.chars
hû,,,,弧,,,,,,teochew.chars
hû,,,,扶,,,,,,teochew.chars
hû,,,,狐,,,,,,teochew.chars
hû,,,,瑚,,,,,,teochew.chars
hû,,,,符,,,,,,teochew.chars
hû,,,,糊,,,,,,teochew.chars
hû,,,,胡,,,,,,teochew.chars
hû,,,,芙,,,,,,teochew.chars
hû,,,,葫,,,,,,teochew.chars
hû,,,,蝴,,,,,,teochew.chars
hû,,,,衚,,,,,,teochew.chars
hûa,,,,划,,,,,,teochew.chars
hûa,,,,和,,,,,,teochew.chars
hûa,,,,禾,,,,,,teochew.chars
hûa,,,,華,,,,,,teochew.chars
hûam,,,,凡,,,,,,teochew.chars
hûaⁿ,,,,鼾,,,,,,teochew.chars
hûe,,,,和,,,,,,teochew.chars
hûe,,,,囘,,,,,,teochew.chars
hûe,,,,回,,,,,,teochew.chars
hûe,,,,茴,,,,,,teochew.chars
hûe,,,,蛔,,,,,,teochew.chars
hûe,,,,迴,,,,,,teochew.chars
hûeⁿ,,,,橫,,,,,,teochew.chars
hûi,,,,缶,,,,,,teochew.chars
hûi,,,,𦈢,,,,,,teochew.chars
hûiⁿ,,,,懸,,,,,,teochew.chars
hûn,,,,痕,,,,,,teochew.chars
hûn,,,,雲,,,,,,teochew.chars
hûn,,,,魂,,,,,,teochew.chars
hāi,,,,害,,,,,,teochew.chars
hām,,,,陷,,,,,,teochew.chars
hāng,,,,巷,,,,,,teochew.chars
hāu,,,,候,,,,,,teochew.chars
hāu,,,,效,,,,,,teochew.chars
hāu,,,,鱟,,,,,,teochew.chars
hē,,,,夏,,,,,,teochew.chars
hē,,,,廈,,,,,,teochew.chars
hĩ,,,,係,,,,,,teochew.chars
hĩ,,,,拽,,,,,,teochew.chars
hĩ,,,,攜,,,,,,teochew.chars
hĩ,,,,曳,,,,,,teochew.chars
hĩ,,,,系,,,,,,teochew.chars
hĩ,,,,繫,,,,,,teochew.chars
hĩⁿ,,,,耳,,,,,,teochew.chars
hīn,,,,現,,,,,,teochew.chars
hīn,,,,見,,,,,,teochew.chars
hńg,,,,哼,,,,,,teochew.chars
hō,,,,好,,,,,,teochew.chars
hō,,,,號,,,,,,teochew.chars
hō,,,,護,,,,,,teochew.chars
hō,,,,賀,,,,,,teochew.chars
hōu,,,,互,,,,,,teochew.chars
hũ,,,,互,,,,,,teochew.chars
hũ,,,,婦,,,,,,teochew.chars
hũ,,,,滬,,,,,,teochew.chars
hũ,,,,煦,,,,,,teochew.chars
hũ,,,,父,,,,,,teochew.chars
hũ,,,,瓠,,,,,,teochew.chars
hũ,,,,護,,,,,,teochew.chars
hũ,,,,負,,,,,,teochew.chars
hũ,,,,輔,,,,,,teochew.chars
hũ,,,,酗,,,,,,teochew.chars
hũ,,,,阜,,,,,,teochew.chars
hũ,,,,附,,,,,,teochew.chars
hũ,,,,駙,,,,,,teochew.chars
hũa,,,,禍,,,,,,teochew.chars
hũam,,,,凡,,,,,,teochew.chars
hũam,,,,患,,,,,,teochew.chars
hũam,,,,梵,,,,,,teochew.chars
hũam,,,,犯,,,,,,teochew.chars
hũam,,,,範,,,,,,teochew.chars
hũam,,,,范,,,,,,teochew.chars
hũam,,,,釩,,,,,,teochew.chars
hũe,,,,匯,,,,,,teochew.chars
hũe,,,,彙,,,,,,teochew.chars
hũe,,,,會,,,,,,teochew.chars
hũe,,,,燴,,,,,,teochew.chars
hũi,,,,彗,,,,,,teochew.chars
hũi,,,,惠,,,,,,teochew.chars
hũi,,,,慧,,,,,,teochew.chars
hũn,,,,混,,,,,,teochew.chars
hũn,,,,渾,,,,,,teochew.chars
hū,,,,夫,,,,,,teochew.chars
hū,,,,腐,,,,,,teochew.chars
hūn,,,,份,,,,,,teochew.chars
hūn,,,,分,,,,,,teochew.chars
hṳ,,,,噓,,,,,,teochew.chars
hṳ,,,,圩,,,,,,teochew.chars
hṳ,,,,墟,,,,,,teochew.chars
hṳ,,,,虛,,,,,,teochew.chars
hṳn,,,,勳,,,,,,teochew.chars
hṳn,,,,忻,,,,,,teochew.chars
hṳn,,,,掀,,,,,,teochew.chars
hṳn,,,,欣,,,,,,teochew.chars
hṳn,,,,殷,,,,,,teochew.chars
hṳn,,,,軒,,,,,,teochew.chars
hṳn,,,,鍁,,,,,,teochew.chars
hṳ́,,,,彼,,,,,,teochew.chars
hṳ́,,,,許,,,,,,teochew.chars
hṳ́n,,,,很,,,,,,teochew.chars
hṳ́n,,,,狠,,,,,,teochew.chars
hṳ̂,,,,漁,,,,,,teochew.chars
hṳ̂,,,,魚,,,,,,teochew.chars
hṳ̃n,,,,恨,,,,,,teochew.chars
hẽ,,,,下,,,,,,teochew.chars
hẽ,,,,吓,,,,,,teochew.chars
hẽ,,,,暇,,,,,,teochew.chars
hẽ,,,,許,,,,,,teochew.chars
hẽng,,,,倖,,,,,,teochew.chars
hẽng,,,,孕,,,,,,teochew.chars
hẽng,,,,幸,,,,,,teochew.chars
hẽng,,,,杏,,,,,,teochew.chars
hẽng,,,,行,,,,,,teochew.chars
i,,,,伊,,,,,,teochew.chars
i,,,,依,,,,,,teochew.chars
i,,,,衣,,,,,,teochew.chars
i,,,,迂,,,,,,teochew.chars
i,,,,銥,,,,,,teochew.chars
ia,,,,呀,,,,,,teochew.chars
iah,,,,溢,,,,,,teochew.chars
iah,,,,益,,,,,,teochew.chars
iak,,,,爍,,,,,,teochew.chars
