latn_norm,puj,han
chheng6,chhẽng,靘
chheng7,chhēng,穿
chhenn1,chheⁿ,圊
chhenn1,chheⁿ,青
chhenn1,chheⁿ,猩
chhenn1,chheⁿ,篂
chhenn1,chheⁿ,腥
chhenn1,chheⁿ,鍟
chhenn1,chheⁿ,鯹
chhenn1,chheⁿ,生
chhi1,chhi,𥰭
chhi1,chhi,櫅
chhi1,chhi,妻
chhi1,chhi,凄
chhi1,chhi,淒
chhi1,chhi,悽
chhi1,chhi,棲
chhi1,chhi,栖
chhi1,chhi,緀
chhi1,chhi,萋
chhi1,chhi,郪
chhi1,chhi,霋
chhi1,chhi,魚
chhi1,chhi,氏
chhi1,chhi,痴
chhi1,chhi,癡
chhi1,chhi,𧈪
chhi1,chhi,嗤
chhi1,chhi,媸
chhi1,chhi,㺈
chhi1,chhi,笞
chhi1,chhi,瓻
chhi1,chhi,絺
chhi1,chhi,鴟
chhi1,chhi,胵
chhi1,chhi,瞝
chhi1,chhi,螭
chhi1,chhi,呞
chhi1,chhi,齝
chhi1,chhi,𪗪
chhi1,chhi,犀
chhi2,chhí,鮆
chhi2,chhí,鱭
chhi2,chhí,恀
chhi2,chhí,茝
chhi2,chhí,耻
chhi2,chhí,恥
chhi2,chhí,𧀤
chhi2,chhí,搋
chhi2,chhí,痑
chhi2,chhí,玼
chhi2,chhí,泚
chhi3,chhì,戠
chhi3,chhì,嚌
chhi3,chhì,糦
chhi3,chhì,饎
chhi3,chhì,幟
chhi3,chhì,旘
chhi3,chhì,厠
chhi3,chhì,廁
chhi3,chhì,妻
chhi3,chhì,癠
chhi3,chhì,䶩
chhi3,chhì,砌
chhi3,chhì,切
chhi3,chhì,傺
chhi3,chhì,楋
chhi3,chhì,弒
chhi3,chhì,試
chhi3,chhì,僿
chhi3,chhì,倳
chhi3,chhì,剚
chhi3,chhì,𧙁
chhi3,chhì,刺
chhi3,chhì,莿
chhi5,chhî,齊
chhi5,chhî,劑
chhi5,chhî,懠
chhi5,chhî,齐
chhi5,chhî,蠐
chhi5,chhî,艩
chhi5,chhî,跢
chhi5,chhî,姼
chhi5,chhî,趍
chhi5,chhî,墀
chhi5,chhî,遲
chhi5,chhî,㓾
chhi5,chhî,踟
chhi5,chhî,坻
chhi5,chhî,蚳
chhi5,chhî,馳
chhi5,chhî,篪
chhi5,chhî,箎
chhi5,chhî,彽
chhi5,chhî,犀
chhi5,chhî,茬
chhi5,chhî,嵯
chhi5,chhî,樨
chhi5,chhî,池
chhi5,chhî,臍
chhi6,chhĩ,㨁
chhi6,chhĩ,市
chhi6,chhĩ,柿
chhi7,chhī,食
chhi7,chhī,駛
chhi7,chhī,飼
chhi7,chhī,飤
chhia1,chhia,譇
chhia1,chhia,𧬅
chhia1,chhia,車
chhia1,chhia,硨
chhia1,chhia,賒
chhia1,chhia,奢
chhia2,chhiá,撦
chhiah4,chhiah,赤
chhiah4,chhiah,𤆍
chhiah4,chhiah,雀
chhiak4,chhiak,雀
chhiak4,chhiak,𡯴
chhiak4,chhiak,鵲
chhiak4,chhiak,橵
chhiak4,chhiak,猎
chhiak4,chhiak,㹱
chhiak4,chhiak,皵
chhiak4,chhiak,碏
chhiak4,chhiak,婼
chhiak4,chhiak,婥
chhiak4,chhiak,淖
chhiak4,chhiak,綽
chhiak4,chhiak,䱜
chhiak4,chhiak,簎
chhiam1,chhiam,鑯
chhiam1,chhiam,鋟
chhiam1,chhiam,惉
chhiam1,chhiam,僉
chhiam1,chhiam,簽
chhiam1,chhiam,籤
chhiam1,chhiam,㔐
chhiam1,chhiam,㡨
chhiam1,chhiam,臉
chhiam3,chhiàm,僭
chhiam5,chhiâm,潛
chhiam5,chhiâm,潜
chhiam5,chhiâm,灊
chhiam5,chhiâm,燖
chhiam5,chhiâm,燂
chhiam6,chhiãm,塹
chhiam6,chhiãm,壍
chhiam7,chhiām,幨
chhiam7,chhiām,憸
chhiam7,chhiām,𤗻
chhiam7,chhiām,𢅐
chhiang1,chhiang,倀
chhiang1,chhiang,昌
chhiang1,chhiang,倡
chhiang1,chhiang,娼
chhiang1,chhiang,𢃑
chhiang1,chhiang,裮
chhiang1,chhiang,猖
chhiang1,chhiang,菖
chhiang1,chhiang,閶
chhiang1,chhiang,槍
chhiang1,chhiang,斨
chhiang2,chhiáng,敞
chhiang2,chhiáng,廠
chhiang2,chhiáng,厰
chhiang2,chhiáng,惝
chhiang2,chhiáng,𢠵
chhiang2,chhiáng,氅
chhiang2,chhiáng,𪅶
chhiang2,chhiáng,昶
chhiang2,chhiáng,騁
chhiang3,chhiàng,倡
chhiang3,chhiàng,娼
chhiang3,chhiàng,唱
chhiang3,chhiàng,𪛋
chhiang3,chhiàng,淌
chhiang5,chhiâng,長
chhiang5,chhiâng,倀
chhiang5,chhiâng,萇
chhiang5,chhiâng,䗅
chhiang5,chhiâng,嫦
chhiang5,chhiâng,塲
chhiang5,chhiâng,戕
chhiang5,chhiâng,爿
chhiang5,chhiâng,墻
chhiang5,chhiâng,牆
chhiang5,chhiâng,嬙
chhiang5,chhiâng,檣
chhiang5,chhiâng,艢
chhiang5,chhiâng,薔
chhiang5,chhiâng,蘠
chhiang5,chhiâng,廧
chhiang5,chhiâng,場
chhiang5,chhiâng,腸
chhiang6,chhiãng,䊢
chhiang6,chhiãng,䵁
chhiang6,chhiãng,匠
chhiann2,chhiáⁿ,且
chhiann2,chhiáⁿ,請
chhiann3,chhiàⁿ,倩
chhiap4,chhiap,䙄
chhiap4,chhiap,䛽
chhiap4,chhiap,扱
chhiap4,chhiap,臿
chhiap4,chhiap,妾
chhiap4,chhiap,唼
chhiap4,chhiap,𠸝
chhiap4,chhiap,竊
chhiap4,chhiap,窃
chhiap4,chhiap,翣
chhiap4,chhiap,歃
chhiap4,chhiap,𦂉
chhiap4,chhiap,鍤
chhiau1,chhiau,啁
chhiau1,chhiau,嘲
chhiau1,chhiau,弨
chhiau1,chhiau,㡑
chhiau1,chhiau,幧
chhiau1,chhiau,鍫
chhiau1,chhiau,䵲
chhiau1,chhiau,鐰
chhiau1,chhiau,𢶠
chhiau2,chhiáu,悄
chhiau2,chhiáu,愀
chhiau2,chhiáu,誚
chhiau2,chhiáu,稍
chhiau2,chhiáu,哨
chhiau3,chhiàu,誚
chhiau3,chhiàu,俏
chhiau3,chhiàu,峭
chhiau3,chhiàu,陗
chhiau3,chhiàu,笑
chhiau3,chhiàu,咲
chhiau5,chhiâu,朝
chhiau5,chhiâu,晁
chhiau5,chhiâu,鼂
chhiau5,chhiâu,潮
chhiau6,chhiãu,𪍑
chhiau6,chhiãu,俏
chhiau6,chhiãu,偢
chhie3,chhiè,唱
chhie3,chhiè,𪛋
chhie3,chhiè,笑
chhie3,chhiè,咲
chhieh4,chhieh,雀
chhieh4,chhieh,尺
chhieh4,chhieh,斥
chhieh4,chhieh,㡿
chhieh4,chhieh,蚇
chhieh8,chhie̍h,席
chhieh8,chhie̍h,蓆
chhien1,chhien,韆
chhien1,chhien,梴
chhien1,chhien,𢳍
chhien1,chhien,扦
chhien1,chhien,遷
chhien1,chhien,迁
chhien1,chhien,仟
chhien1,chhien,杄
chhien1,chhien,芊
chhien1,chhien,阡
chhien1,chhien,谸
chhien1,chhien,䙴
chhien1,chhien,褼
chhien1,chhien,千
chhien2,chhién,謭
chhien2,chhién,譾
chhien2,chhién,幝
chhien2,chhién,譂
chhien2,chhién,淺
chhien2,chhién,俴
chhien2,chhién,闡
chhien2,chhién,嘽
chhien3,chhièn,箐
chhien3,chhièn,綪
chhien3,chhièn,倩
chhien3,chhièn,茜
chhien3,chhièn,蒨
chhien3,chhièn,刋
chhien3,chhièn,刊
chhien5,chhiên,錢
chhien5,chhiên,媊
chhien5,chhiên,㳄
chhien5,chhiên,前
chhienn1,chhieⁿ,槍
chhienn1,chhieⁿ,䵁
chhienn1,chhieⁿ,鎗
chhienn1,chhieⁿ,創
chhienn1,chhieⁿ,䱽
chhienn1,chhieⁿ,鯧
chhienn2,chhiéⁿ,搶
chhienn5,chhiêⁿ,墻
chhienn5,chhiêⁿ,牆
chhienn5,chhiêⁿ,廧
chhienn6,chhiẽⁿ,象
chhienn6,chhiẽⁿ,像
chhienn6,chhiẽⁿ,上
chhienn7,chhiēⁿ,匠
chhiet4,chhiet,切
chhiet4,chhiet,沏
chhih4,chhih,叱
chhim1,chhim,駸
chhim1,chhim,深
chhim2,chhím,䆮
chhim2,chhím,侵
chhim2,chhím,墋
chhim2,chhím,寢
chhim2,chhím,蕈
chhim2,chhím,䫈
chhim3,chhìm,吣
chhim3,chhìm,唚
chhim3,chhìm,沁
chhim3,chhìm,䈜
chhim5,chhîm,尋
chhim5,chhîm,寖
chhim5,chhîm,燖
chhim5,chhîm,祲
chhim5,chhîm,侵
chhim5,chhîm,綅
chhim5,chhîm,撏
chhim5,chhîm,蟫
chhim5,chhîm,潯
chhim5,chhîm,蟳
chhim5,chhîm,鄩
chhim5,chhîm,鱘
chhim5,chhîm,鬵
chhim5,chhîm,鐔
chhim5,chhîm,鱏
chhim6,chhĩm,䫈
chhin1,chhin,儭
chhin1,chhin,親
chhin1,chhin,襯
chhin3,chhìn,稱
chhin3,chhìn,秤
chhin3,chhìn,儭
chhin3,chhìn,親
chhin3,chhìn,嚫
chhin3,chhìn,䞋
chhin3,chhìn,襯
chhin3,chhìn,櫬
chhin3,chhìn,𠟉
chhin3,chhìn,齔
chhin5,chhîn,榛
chhin5,chhîn,亲
chhin5,chhîn,臣
chhin5,chhîn,秦
chhin5,chhîn,𤚩
chhin5,chhîn,螓
chhin5,chhîn,陳
chhinn1,chhiⁿ,鮮
chhinn1,chhiⁿ,鱻
chhinn1,chhiⁿ,尟
chhinn1,chhiⁿ,尠
chhinn2,chhíⁿ,哆
chhinn2,chhíⁿ,誃
chhinn2,chhíⁿ,侈
chhinn2,chhíⁿ,齒
chhip4,chhip,䛽
chhip4,chhip,輯
chhip4,chhip,膝
chhip4,chhip,楫
chhip4,chhip,艥
chhip4,chhip,濈
chhip4,chhip,蕺
chhip4,chhip,霵
chhip4,chhip,咠
chhip4,chhip,緝
chhip4,chhip,葺
chhip4,chhip,戢
chhip4,chhip,㙷
chhit4,chhit,㭍
chhit4,chhit,叱
chhit4,chhit,七
chhit4,chhit,柒
chhit4,chhit,拭
chhit4,chhit,𢂑
chhiu1,chhiu,洲
chhiu1,chhiu,酋
chhiu1,chhiu,揪
chhiu1,chhiu,揫
chhiu1,chhiu,湫
chhiu1,chhiu,䎿
chhiu1,chhiu,緧
chhiu1,chhiu,秋
chhiu1,chhiu,䆋
chhiu1,chhiu,楸
chhiu1,chhiu,萩
chhiu1,chhiu,𨍊
chhiu1,chhiu,䨂
chhiu1,chhiu,鞦
chhiu1,chhiu,鰍
chhiu1,chhiu,鰌
chhiu1,chhiu,鶖
chhiu1,chhiu,初
chhiu1,chhiu,鬚
chhiu1,chhiu,蒐
chhiu1,chhiu,謅
chhiu1,chhiu,㮲
chhiu1,chhiu,廋
chhiu1,chhiu,鄋
chhiu1,chhiu,颼
chhiu1,chhiu,䬒
chhiu2,chhiú,矁
chhiu2,chhiú,瞅
chhiu2,chhiú,杻
chhiu2,chhiú,醜
chhiu2,chhiú,魗
chhiu2,chhiú,手
chhiu3,chhiù,甃
chhiu3,chhiù,擦
chhiu4,chhiu,謅
chhiu5,chhiû,詶
chhiu5,chhiû,鮂
chhiu5,chhiû,鰽
chhiu5,chhiû,𣂏
chhiu5,chhiû,苬
chhiu5,chhiû,遒
chhiu5,chhiû,囚
chhiu5,chhiû,瘳
chhiu5,chhiû,酬
chhiu5,chhiû,醻
chhiu5,chhiû,酧
chhiu5,chhiû,雔
chhiu5,chhiû,㘜
chhiu5,chhiû,犨
chhiu5,chhiû,讐
chhiu5,chhiû,讎
chhiu5,chhiû,仇
chhiu5,chhiû,蝤
chhiu5,chhiû,售
chhiu5,chhiû,儔
chhiu5,chhiû,愁
chhiu7,chhiū,樹
chhng1,tshng,穿
chhng1,tshng,瘡
chhng1,tshng,倉
chhng1,tshng,艙
chhng1,tshng,村
chhng1,tshng,邨
chhng3,tshǹg,刺
chhng5,tshn̂g,床
chhng5,tshn̂g,牀
chho1,tsho,初
chho1,tsho,搓
chho1,tsho,𠿝
chho1,tsho,磋
chho1,tsho,瑳
chho2,tshó,稍
chho2,tshó,鋤
chho2,tshó,鉏
chho2,tshó,草
chho2,tshó,艸
chho2,tshó,磋
chho2,tshó,瑳
chho2,tshó,楚
chho2,tshó,憷
chho2,tshó,濋
chho2,tshó,礎
chho2,tshó,齼
chho2,tshó,脞
chho3,tshò,錯
chho3,tshò,糙
chho3,tshò,脞
chho3,tshò,儊
chho3,tshò,㿷
chho3,tshò,剉
chho3,tshò,挫
chho3,tshò,銼
chho3,tshò,夎
chho5,tshô,嵯
chho5,tshô,鋤
chho5,tshô,鉏
chho5,tshô,耡
chho5,tshô,酇
chho5,tshô,蹉
chho5,tshô,慒
chho5,tshô,曹
chho5,tshô,瘥
chho5,tshô,𪙉
chho5,tshô,矬
chho5,tshô,痤
chho5,tshô,髊
chho6,tshõ,剉
chho6,tshõ,莝
chho6,tshõ,䟶
chho6,tshõ,蓌
chhoh4,tshoh,觸
chhoh4,tshoh,蕞
chhoh4,tshoh,撮
chhoinn1,tshoiⁿ,千
chhoinn2,tshóiⁿ,筅
chhoinn5,tshôiⁿ,蚕
chhoinn5,tshôiⁿ,蠶
chhok4,tshok,猎
chhok4,tshok,㹱
chhok4,tshok,篧
chhok4,tshok,俶
chhok4,tshok,數
chhok4,tshok,踧
chhok4,tshok,㧻
chhok4,tshok,斸
chhok4,tshok,蓫
chhok4,tshok,噈
chhok4,tshok,剒
chhok4,tshok,歜
chhok4,tshok,觸
chhok4,tshok,斮
chhok4,tshok,捉
chhok4,tshok,浞
chhok4,tshok,鋜
chhok4,tshok,劚
chhok4,tshok,亍
chhok4,tshok,閦
chhok4,tshok,矗
chhok4,tshok,擉
chhok4,tshok,戳
chhok4,tshok,齪
chhok4,tshok,趨
chhok4,tshok,趋
chhok4,tshok,蹙
chhok4,tshok,顣
chhok4,tshok,鷟
chhok4,tshok,娖
chhok4,tshok,娕
chhok4,tshok,觕
chhok4,tshok,促
chhok4,tshok,趣
chhok4,tshok,蹴
chhok4,tshok,汋
chhok4,tshok,厝
chhong1,tshong,囱
chhong1,tshong,牕
chhong1,tshong,窓
chhong1,tshong,葱
chhong1,tshong,衷
chhong1,tshong,䡴
chhong1,tshong,冲
chhong1,tshong,沖
chhong1,tshong,翀
chhong1,tshong,忡
chhong1,tshong,浺
chhong1,tshong,衝
chhong1,tshong,𧘂
chhong1,tshong,罿
chhong1,tshong,憃
chhong1,tshong,充
chhong1,tshong,𠑽
chhong1,tshong,㤝
chhong1,tshong,㳘
chhong1,tshong,茺
chhong1,tshong,緫
chhong1,tshong,怱
chhong1,tshong,悤
chhong1,tshong,匆
chhong1,tshong,楤
chhong1,tshong,棇
chhong1,tshong,聦
chhong1,tshong,聰
chhong1,tshong,騘
chhong1,tshong,驄
chhong1,tshong,樅
chhong1,tshong,瑽
chhong1,tshong,䗥
chhong1,tshong,鏦
chhong1,tshong,璁
chhong1,tshong,樷
chhong2,tshóng,𠖥
chhong3,tshòng,銃
chhong3,tshòng,揰
chhong3,tshòng,㧤
chhong3,tshòng,𣀒
chhong5,tshông,蓯
chhong5,tshông,重
chhong5,tshông,虫
chhong5,tshông,蟲
chhong5,tshông,叢
chhong5,tshông,樷
chhong5,tshông,𥵫
chhong5,tshông,從
chhong5,tshông,盅
chhong5,tshông,种
chhong5,tshông,崇
chhong5,tshông,𨛱
chhong5,tshông,从
chhong5,tshông,潨
chhong6,tshõng,重
chhou1,tshou,觕
chhou1,tshou,粗
chhou1,tshou,麄
chhou1,tshou,麤
chhou1,tshou,麆
chhou3,tshòu,凑
chhou3,tshòu,湊
chhou3,tshòu,輳
chhou3,tshòu,簉
chhou3,tshòu,醋
chhou5,tshôu,愁
chhu1,tshu,鯫
chhu1,tshu,趍
chhu1,tshu,𩤍
chhu1,tshu,怚
chhu1,tshu,雛
chhu1,tshu,初
chhu1,tshu,趨
chhu1,tshu,趋
chhu1,tshu,觕
chhu1,tshu,粗
chhu1,tshu,麄
chhu1,tshu,麤
chhu1,tshu,麆
chhu1,tshu,芻
chhu1,tshu,蒭
chhu1,tshu,媰
chhu1,tshu,鶵
chhu1,tshu,搊
chhu1,tshu,騶
chhu1,tshu,篘
chhu1,tshu,𥅗
chhu2,tshú,杵
chhu2,tshú,處
chhu2,tshú,䖏
chhu2,tshú,処
chhu2,tshú,取
chhu2,tshú,娶
chhu3,tshù,湊
chhu3,tshù,厝
chhu3,tshù,儊
chhu3,tshù,錯
chhu3,tshù,趣
chhu3,tshù,醋
chhu3,tshù,處
chhu3,tshù,䖏
chhu3,tshù,処
chhu3,tshù,覷
chhu3,tshù,覰
chhu3,tshù,㾻
chhu3,tshù,措
chhu5,tshû,邪
chhu5,tshû,儲
chhu5,tshû,㶆
chhu5,tshû,雛
chhu5,tshû,蒢
chhu5,tshû,鶵
chhu5,tshû,䅳
chhu5,tshû,徐
chhu5,tshû,篨
chhu6,tshũ,冣
chhu6,tshũ,雛
chhua3,tshùa,蔡
chhua7,tshūa,娶
chhuai1,tshuai,搋
chhuai1,tshuai,𢶀
chhuai3,tshuài,嘬
chhuan1,tshuan,穿
chhuan1,tshuan,紃
chhuan1,tshuan,湍
chhuan1,tshuan,川
chhuan1,tshuan,巛
chhuan1,tshuan,遄
chhuan1,tshuan,佺
chhuan1,tshuan,剶
chhuan1,tshuan,欑
chhuan2,tshuán,僎
chhuan2,tshuán,喘
chhuan3,tshuàn,穿
chhuan3,tshuàn,縓
chhuan3,tshuàn,栓
chhuan3,tshuàn,閂
chhuan3,tshuàn,𣟴
chhuan3,tshuàn,纂
chhuan3,tshuàn,諯
chhuan3,tshuàn,僢
chhuan3,tshuàn,玔
chhuan3,tshuàn,釧
chhuan3,tshuàn,猭
chhuan3,tshuàn,𣀔
chhuan3,tshuàn,串
chhuan3,tshuàn,攛
chhuan3,tshuàn,竄
chhuan3,tshuàn,爨
chhuan3,tshuàn,篡
chhuan5,tshuân,恂
chhuan5,tshuân,悛
chhuan5,tshuân,泉
chhuan5,tshuân,洤
chhuan5,tshuân,船
chhuan5,tshuân,荃
chhuan5,tshuân,輇
chhuan5,tshuân,銓
chhuan5,tshuân,全
chhuan5,tshuân,㒰
chhuan5,tshuân,牷
chhuan5,tshuân,痊
chhuan5,tshuân,筌
chhuan5,tshuân,詮
chhuan5,tshuân,拴
chhuang1,tshuang,鏦
chhuang1,tshuang,𥡟
chhuang1,tshuang,𩃕
chhuang2,tshuáng,𠞮
chhuang2,tshuáng,闖
chhuang3,tshuàng,闖
chhuang3,tshuàng,䚎
chhuang5,tshuâng,橦
chhuang5,tshuâng,床
chhuang5,tshuâng,牀
chhuann3,tshùaⁿ,閂
chhuann3,tshùaⁿ,𣟴
chhuat4,tshuat,剟
chhuat4,tshuat,撮
chhuat4,tshuat,嘬
chhuat4,tshuat,啜
chhuat4,tshuat,欼
chhuat4,tshuat,歠
chhuat4,tshuat,輟
chhuat4,tshuat,吷
chhuat4,tshuat,繓
chhue1,tshue,吹
chhue1,tshue,龡
chhue1,tshue,炊
chhue2,tshúe,髓
chhue2,tshúe,䯝
chhue7,tshūe,吹
chhueh4,tshueh,啜
chhueh4,tshueh,欼
chhueh4,tshueh,歠
chhueh4,tshueh,吷
chhui1,tshui,榱
chhui1,tshui,嗺
chhui1,tshui,蓷
chhui1,tshui,推
chhui1,tshui,吹
chhui1,tshui,龡
chhui1,tshui,炊
chhui1,tshui,膗
chhui1,tshui,𩪀
chhui1,tshui,崔
chhui1,tshui,磪
chhui1,tshui,催
chhui1,tshui,凗
chhui1,tshui,摧
chhui1,tshui,縗
chhui2,tshúi,雟
chhui2,tshúi,𠲿
chhui2,tshúi,惴
chhui2,tshúi,髓
chhui2,tshúi,揣
chhui2,tshúi,巂
chhui2,tshúi,䭉
chhui2,tshúi,瀡
chhui2,tshúi,䯝
chhui2,tshúi,嘴
chhui2,tshúi,漼
chhui2,tshúi,璀
chhui2,tshúi,毳
chhui3,tshùi,萃
chhui3,tshùi,稡
chhui3,tshùi,捽
chhui3,tshùi,倅
chhui3,tshùi,踤
chhui3,tshùi,嘴
chhui3,tshùi,碎
chhui3,tshùi,粹
chhui3,tshùi,啐
chhui3,tshùi,焠
chhui3,tshùi,翠
chhui3,tshùi,臎
chhui3,tshùi,脆
chhui3,tshùi,脃
chhui3,tshùi,膬
chhui3,tshùi,𡪣
chhui3,tshùi,悴
chhui3,tshùi,淬
chhui6,tshũi,倅
chhun1,tshun,伸
chhun1,tshun,鶉
chhun1,tshun,踆
chhun1,tshun,逡
chhun1,tshun,春
chhun1,tshun,椿
chhun1,tshun,鰆
chhun1,tshun,杶
chhun1,tshun,膥
chhun1,tshun,輴
chhun1,tshun,夋
chhun1,tshun,㕙
chhun2,tshún,僢
chhun2,tshún,舛
chhun2,tshún,荈
chhun2,tshún,偆
chhun2,tshún,䐏
chhun2,tshún,蠢
chhun2,tshún,踳
chhun2,tshún,刌
chhun2,tshún,忖
chhun3,tshùn,寸
chhun5,tshûn,竣
chhun5,tshûn,蹲
chhun5,tshûn,存
chhut4,tshut,出
chhut4,tshut,齣
chhut8,tshu̍t,猝
chhṳ1,tshṳ,齜
chhṳ1,tshṳ,姕
chhṳ1,tshṳ,螆
chhṳ1,tshṳ,差
chhṳ1,tshṳ,𧐅
chhṳ2,tshṳ́,泚
chhṳ2,tshṳ́,鼠
chhṳ2,tshṳ́,跐
chhṳ2,tshṳ́,此
chhṳ2,tshṳ́,佌
chhṳ3,tshṳ̀,倳
chhṳ3,tshṳ̀,剚
chhṳ3,tshṳ̀,莿
chhṳ3,tshṳ̀,𤿙
chhṳ3,tshṳ̀,佽
chhṳ3,tshṳ̀,次
chhṳ3,tshṳ̀,庛
chhṳ3,tshṳ̀,朿
chhṳ3,tshṳ̀,𧧒
chhṳ3,tshṳ̀,蚝
chhṳ3,tshṳ̀,蛓
chhṳ5,tshṳ̂,茈
chhṳ5,tshṳ̂,除
chhṳ5,tshṳ̂,骴
chhṳ5,tshṳ̂,髊
chhṳ5,tshṳ̂,蒢
chhṳ5,tshṳ̂,徐
chhṳ5,tshṳ̂,疵
chhṳ5,tshṳ̂,䂣
chhṳ5,tshṳ̂,雌
chhṳ5,tshṳ̂,茨
chhṳ5,tshṳ̂,慈
chhṳ5,tshṳ̂,㤵
chhṳ5,tshṳ̂,磁
chhṳ5,tshṳ̂,瓷
chi1,chi,賫
chi1,chi,齎
chi1,chi,齏
chi1,chi,韲
chi1,chi,脂
chi1,chi,錙
chi2,chí,姐
chi2,chí,姊
chi2,chí,姉
chi2,chí,躋
chi2,chí,隮
chi2,chí,䍤
chi2,chí,濟
chi2,chí,薺
chi2,chí,霽
chi2,chí,止
chi2,chí,址
chi2,chí,沚
chi2,chí,祉
chi2,chí,芷
chi2,chí,訨
chi2,chí,趾
chi2,chí,阯
chi2,chí,𣥜
chi2,chí,旨
chi2,chí,指
chi2,chí,只
chi2,chí,咫
chi2,chí,枳
chi2,chí,疻
chi2,chí,軹
chi2,chí,夂
chi2,chí,畤
chi2,chí,黹
chi2,chí,洔
chi2,chí,厎
chi2,chí,子
chi2,chí,籽
chi2,chí,𠂔
chi2,chí,泲
chi2,chí,秭
chi2,chí,笫
chi2,chí,胏
chi2,chí,呰
chi2,chí,紫
chi2,chí,茈
chi2,chí,紙
chi2,chí,帋
chi3,chì,濟
chi3,chì,霽
chi3,chì,㑜
chi3,chì,䩢
chi3,chì,祭
chi3,chì,穄
chi3,chì,際
chi3,chì,劑
chi3,chì,嚌
chi3,chì,穧
chi3,chì,質
chi3,chì,志
chi3,chì,䓌
chi3,chì,誌
chi3,chì,鋕
chi3,chì,至
chi3,chì,輊
chi3,chì,㨖
chi3,chì,制
chi3,chì,製
chi3,chì,䱥
chi3,chì,懫
chi3,chì,躓
chi3,chì,摰
chi3,chì,贄
chi3,chì,騺
chi3,chì,鷙
chi3,chì,識
chi3,chì,䀸
chi3,chì,㩼
chi3,chì,瘛
chi3,chì,覟
chi3,chì,觶
chi3,chì,掣
chi3,chì,䭁
chi3,chì,糦
chi3,chì,饎
chi3,chì,幟
chi3,chì,旘
chi3,chì,熾
chi3,chì,晣
chi3,chì,晢
chi3,chì,晳
chi3,chì,貭
chi3,chì,亻
chi3,chì,析
chi3,chì,皙
chi5,chî,𥻵
chi5,chî,𧆌
chi6,chĩ,舐
chi6,chĩ,𦧇
chi6,chĩ,舓
chi6,chĩ,巳
chia1,chia,𠌮
chia1,chia,嗻
chia1,chia,遮
chia1,chia,謶
chia2,chiá,者
chia2,chiá,這
chia2,chiá,这
chia2,chiá,姐
chia2,chiá,毑
chia2,chiá,乸
chia3,chià,嗻
chia3,chià,跖
chia3,chià,蹠
chia3,chià,摭
chia3,chià,樜
chia3,chià,蔗
chia3,chià,𧀹
chia3,chià,鷓
chia3,chià,蟅
chia3,chià,䗪
chia3,chià,柘
chia3,chià,炙
chia6,chiã,耤
chia6,chiã,藉
chia6,chiã,籍
chia6,chiã,褯
chia7,chiā,謝
chiah4,chiah,蹟
chiah4,chiah,跡
chiah4,chiah,迹
chiah4,chiah,隻
chiah4,chiah,墌
chiah4,chiah,雀
chiah8,chia̍h,食
chiak4,chiak,禚
chiak4,chiak,𤏲
chiak4,chiak,斫
chiak4,chiak,隲
chiak4,chiak,𨽥
chiak4,chiak,爵
chiak4,chiak,嚼
chiak4,chiak,灂
chiak4,chiak,爝
chiak4,chiak,皭
chiak4,chiak,穱
chiak4,chiak,酌
chiak4,chiak,䶂
chiak4,chiak,著
chiak4,chiak,仢
chiak4,chiak,焯
chiak4,chiak,芍
chiak4,chiak,杓
chiak4,chiak,灼
chiak4,chiak,勺
chiak4,chiak,妁
chiak4,chiak,彴
chiak4,chiak,着
chiak4,chiak,騭
chiam1,chiam,占
chiam1,chiam,詹
chiam1,chiam,瞻
chiam1,chiam,譫
chiam1,chiam,尖
chiam1,chiam,瀸
chiam1,chiam,鑯
chiam1,chiam,鐫
chiam1,chiam,鋑
chiam1,chiam,漸
chiam1,chiam,襜
chiam1,chiam,韱
chiam2,chiám,槧
chiam3,chiàm,颭
chiam3,chiàm,占
chiam3,chiàm,佔
chiam3,chiàm,𡄑
chiam5,chiâm,尋
chiam6,chiãm,漸
chiam6,chiãm,魙
chiam6,chiãm,暫
chiam6,chiãm,塹
chiam6,chiãm,壍
chiang1,chiang,張
chiang1,chiang,粻
chiang1,chiang,餦
chiang1,chiang,傽
chiang1,chiang,嫜
chiang1,chiang,彰
chiang1,chiang,𢕔
chiang1,chiang,慞
chiang1,chiang,漳
chiang1,chiang,璋
chiang1,chiang,鄣
chiang1,chiang,𩌬
chiang1,chiang,𪅂
chiang1,chiang,麞
chiang1,chiang,墇
chiang1,chiang,將
chiang1,chiang,𤕭
chiang1,chiang,摪
chiang1,chiang,𤕯
chiang1,chiang,螿
chiang1,chiang,𥇔
chiang1,chiang,章
chiang1,chiang,樟
chiang1,chiang,漿
chiang2,chiáng,長
chiang2,chiáng,仉
chiang2,chiáng,獎
chiang2,chiáng,掌
chiang2,chiáng,鞝
chiang2,chiáng,蔣
chiang2,chiáng,槳
chiang2,chiáng,䒂
chiang3,chiàng,張
chiang3,chiàng,墇
chiang3,chiàng,將
chiang3,chiàng,𤕭
chiang3,chiàng,獎
chiang3,chiàng,嶂
chiang3,chiàng,瘴
chiang3,chiàng,瞕
chiang3,chiàng,障
chiang3,chiàng,悵
chiang3,chiàng,䉃
chiang3,chiàng,醬
chiang3,chiàng,帳
chiang3,chiàng,脹
chiang3,chiàng,痮
chiang3,chiàng,瘬
chiang3,chiàng,漲
chiang6,chiãng,長
