puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
tsu,Chu 1,,,苴,,Female hemp; the vegetable used in the soles of shoes.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsu,Chu 1,,,菹,,Plants which grow in marshes.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsu,Chu 1,,,詛,,Imprecations; to announce before the gods.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsu,Chu 1,,,趄,,To walk with difficulty; having some impediment.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsu,Chu 1,,,諏,,To take advice; to consult; to give information.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsu,Chu 1,,,陬,,"A corner or angle, as of a wall; to collect together and reside in.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsua,Chua 1,,,蛇,,A serpent; snake; viper.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsuan,Chuan 1,,,專,,One; single; oneness of pursuit; to assume; usurp.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuan,Chuan 1,,,耑,,The head or commencement; a hollow vessel.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuan,Chuan 1,,,湍,,A narrow passage for water; rapids; to flow against.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuan,Chuan 1,,,顓,,To regulate; direct; to pay close attention; correct; eminent.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuan,Chuan 1,,,遄,,Haste; speed; to go and return with speed.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuang,Chuang 1,,,裝,,To bind round or up; to dress; to put into a box.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsuat,Chuat 4,,,咄,,Mutual conversation; to rail or laugh at.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsuat,Chuat 4,,,拙,,Unskillful; stupid.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsuat,Chuat 4,,,茁,,To bud forth.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsuat,Chuat 4,,,詘,,Stammering; to talk slowly.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsuat,Chuat 4,,,啜,,To weep and sob; incessant talking; to taste.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsuat,Chuat 4,,,惙,,Mournful; grieved.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsuat,Chuat 4,,,掇,,To seize; plunder.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsuat,Chuat 4,,,歠,,To sip; swill down soup.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsua̍k,Chuak -4,,,蜀,,Name of an insect resembling a silk worm.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsua̍k,Chuak -4,,,濁,,Muddy; foul water.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsua̍k,Chuak -4,,,濯,,"A fat, sleek appearance; to wash.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuh,Chu 4,,,覷,,To spy out; look.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsui,Chui 1,,,堆,,A heap of earth; a pile; to accumulate; promiscuous.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsui,Chui 1,,,椎,,A bludgeon; club; to strike; blunt; stupid.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsui,Chui 1,,,錐,,An awl; sharp point.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsui,Chui 1,,,凸,,Protuberant; jutting out; convex; a hillock.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsun,Chun 1,,,尊,,To honor; respect; honorable; venerable.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsun,Chun 1,,,蹲,,A proud attitude; to sit in a reclining posture; to collect.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsun,Chun 1,,,遵,,To follow; obey; comply with; obedience.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsun,Chun 1,,,樽,,A wine vessel; luxuriant; a desist; stop.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsun,Chun 1,,,罇,,A wine vessel; luxuriant; a desist; stop.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsun,Chun 1,,,逡,,To retire back abashed; to refuse.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsut,Chut 4,,,卒,,Soldiers; lictors; to cease; finish; die; haste; sudden; urgent.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,47
tsut,Chut 4,,,倅,,To assist; an assistant officer; a hundred men.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,47
tsut,Chut 4,,,率,,To lead; direct; to follow sudden; prompt.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,47
tsut,Chut 4,,,蟀,,A cricket,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,47
tsuàn,Chuan 3-,,,攢,,To collect; assemble; to cover a coffin without interring.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuán,Chuan 2,,,轉,,To turn; revolve; to turn about.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuán,Chuan 2,,,囀,,Modulations of voice; chirping.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuãn,Chuan -3,,,撰,,To arrange; prepare; make; compose.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuãn,Chuan -3,,,譔,,"To make, write or compose a book.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuãn,Chuan -3,,,饌,,Food; to eat and drink.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsuãng,Chuang -3,,,狀,,From; fashion; to accuse; a letter; petition; a bed.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsu̍t,Chut -4,,,秫,,A certain grain; a viscous substance made from grain.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,47
tsu̍t,Chut -4,,,糯,,Name of a particular kind of rice.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,47
tsà,Chá 3-,,,乍,,Suddenly; unexpectedly; for a short time.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,21
tsà,Chá 3-,,,怍,,Ashamed; to blush.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,21
tsà,Chá 3-,,,怎,,How? why?,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,21
tsà,Chá 3-,,,詐,,False; deceitful.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,21
tsà,Chá 3-,,,醡,,A wine press.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,21
tsài,Chai 3-,,,再,,Again.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,22
tsài,Chai 3-,,,載,,"To contain; what is contained, as in a ship.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,22
tsàm,Chám 3-,,,譖,,To revile; slanderous speech.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsàn,Chán 3-,,,贈,,To present to; give; bestow.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsàn,Chán 3-,,,棧,,A scaffold; upper loft; a tent; stable; a railing.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsàn,Chán 3-,,,贊,,To see; to enter; discover; praise.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsàn,Chán 3-,,,纘,,To continue on in succession.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsàn,Chán 3-,,,瓚,,A kind of sceptre; a vessel to contain wine.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsàn,Chán 3-,,,讚,,To praise; assist.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsàn,Chán 3-,,,站,,To stand up; erect.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsàng,Cháng 3-,,,壯,,Large; strong; affluent; manhood.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,24
tsàu,Chau 3-,,,奏,,To give information to the emperor; to advise him.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,25
tsàu,Chau 3-,,,灶,,A furnace; fire place.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,25
tsá,Chá 2,,,昔,,Formerly; in former times.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,21
tsá,Chá 2,,,昨,,Yesterday; recently.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,21
tsá,Chá 2,,,早,,Morning; early; speedily.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,21
tsá,Chá 2,,,蚤,,A kind of insect.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,21
tsái,Chai 2,,,宰,,To rule; a ruler; to kill and dress animals.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,22
tsái,Chai 2,,,滓,,Dregs; feces.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,22
tsái,Chai 2,,,載,,A year.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,22
tsái,Chai 2,,,豸,,A certain ravenous animal.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,22
tsám,Chám 2,,,斬,,To cut asunder; decapitate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsáu,Chau 2,,,走,,To walk; go; run.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,25
tsâ,Chá -1,,,柴,,Fuel; to collect.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,21
tsâi,Chai -1,,,臍,,The navel; umbilical cord.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,22
tsân,Chán -1,,,層,,An upper room or loft; a degree.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsân,Chán -1,,,罾,,A fishing net.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,23
tsâng,Cháng -1,,,欉,,A numeral of trees; a tree; bush.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,24
tsãng,Cháng -3,,,贜,,The viscera of the animal body.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,24
tsãng,Cháng -3,,,贓,,To receive bribes; unjust gain; stolen goods; booty.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,24
tsãu,Chau -3,,,皂,,Inferiors; police runners.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,25
tsãu,Chau -3,,,造,,To make; do; commence.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,25
tsãu,Chau -3,,,悼,,Commiseration; to pity.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,25
tsãu,Chau -3,,,罩,,A fishing basket; to cover over; to shade; a shade.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,25
tsãu,Chau -3,,,棹,,To move; agitate; shake; to rectify.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,25
tsãu,Chau -3,,,卓,,"To surpass, superior.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,25
tsò,Chó 3-,,,做,,To make; to do; to be.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,39
tsòng,Chong 3-,,,瘲,,A disease; pain in the muscles and bones; rheumatism.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,40
tsòng,Chong 3-,,,縱,,Remiss; to connive at; although allowing it.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,40
tsóng,Chong 2,,,總,,All united together; the whole; general; altogether.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,40
tsóng,Chong 2,,,踵,,The heel of the foot; to tread in the footsteps of.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,40
tsóu,Cho 2,,,祖,,Ancestors; grandparents; to begin; the beginning.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
tsô,Chó -1,,,槽,,A manger; a drain where liquor is run off; a place where wine is sold.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,39
tsô,Chó -1,,,艚,,A small boat; a junk.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,39
tsôiⁿ,Chⁿoi -1,,,前,,Formerly; before.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,39
tsõ,Chó -3,,,坐,,To sit.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,39
tsõ,Chó -3,,,佐,,To assist; an assistant.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,39
tsõ,Chó -3,,,助,,To assist; succor; assistance.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,39
tsõng,Chong -3,,,從,,To follow; comply with.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,40
tsõu,Cho -3,,,驟,,Swift; fleet; urgent; pressing.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,38
tsù,Chu 3-,,,阼,,The steps or mat appropriated to the chief person in sacrifices.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsù,Chu 3-,,,注,,To lead; fix; that to which the mind is directed; record.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsù,Chu 3-,,,蛀,,An insect which destroys wood.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsù,Chu 3-,,,註,,To define; explain; illustrate; a definition; commentary.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsù,Chu 3-,,,足,,Outward appearance; abundance.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsù,Chu 3-,,,鑄,,To melt metals; to coin; to cast.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsù,Chu 3-,,,蠧,,An insect that breeds in wood and books; a moth.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsùaⁿ,Chⁿua 3-,,,賤,,Mean; low; cheap.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsùe,Chue 3-,,,最,,Important in the highest degree; superlative.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsùi,Chui 3-,,,醉,,Intoxicated; stupified; highly fascinated.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,撙,,To adjust; direct; put in order; restrain.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,俊,,Superior talent; a high degree of excellence.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,峻,,Illustrious; high; dangerous.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,梭,,Name of a wood.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,浚,,Deep water; profound.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,畯,,A husbandman; an officer who presides over land.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,竣,,To complete one's work; to finish; retire and stand still.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,餕,,Hot food; the remains of food.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,駿,,A fine horse; dignified; illustrious; elegant.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,雋,,Beautiful; fine; good; fat.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsùn,Chun 3-,,,鐫,,To carve; engrave; cut letter or words.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsú,Chu 2,,,主,,A lord; master; to rule.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsúa,Chua 2,,,紙,,Paper.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsúaⁿ,Chⁿua 2,,,盞,,"A small cup for wine, oil &c.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsúi,Chui 2,,,水,,Water; tide.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsúi,Chui 2,,,崇,,Calamities; ill omens.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsún,Chun 2,,,准,,To approve; grant; allow; to decide.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsún,Chun 2,,,凖,,To equalise; adjust; weight; measure.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsûaⁿ,Chⁿua -1,,,泉,,A fountain or spring of water; source; origin.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,44
tsûn,Chun -1,,,船,,A ship; junk; boat; to follow the stream.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsō,Chó 3,,,座,,A seat; a throne.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,39
tsũ,Chu -3,,,住,,To stop; to dwell; halt.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsũ,Chu -3,,,炷,,The light or wick of a lamp.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsũ,Chu -3,,,駐,,To stop and rest; a temporary residence.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsũ,Chu -3,,,聚,,To assemble; to collect; to dwell; a crowd.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsũ,Chu -3,,,祚,,Wealth; happiness; divine blessings; posterity.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsũ,Chu -3,,,胙,,To offer flesh in sacrifice; offerings; to reward; blessings.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsũ,Chu -3,,,蚱,,Name of an insect and of a fish.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,41
tsũ,Chu -3,,,酢,,To return the pledge in drinking wine; to repay.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsũe,Chue -3,,,罪,,Crime; sin; to criminate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsũe,Chue -3,,,贅,,To give a pledge; addition; repetition; tautology.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsũe,Chue -3,,,嘬,,To eat with greediness; many eating all at once.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsũi,Chui -3,,,悴,,Grief visible in the countenance;,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsũi,Chui -3,,,猝,,Abrupt; fierce; impetuous.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsũi,Chui -3,,,瘁,,Labor; toil; pain; disease.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsũi,Chui -3,,,萃,,"To collect; a rustling sound, as of leaves.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,45
tsũi,Chui -3,,,誶,,To vilify; rail at; reprove; accuse: to interrogate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,46
tsǹg,Chᵘng 3-,,,狀,,To declare; accuse; a letter; petition.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,47
tsǹg,Chᵘng 3-,,,鑽,,To bore into; search out; an instrument to bore with.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,47
tsǹg,Chᵘng 3-,,,葬,,To inter the dead; bury.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,47
tsṳ,Chù 1,,,薯,,The potato genus.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,書,,To write; a book or letter.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,咨,,To deliberate; consult; public documents; to sight; lament.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,姿,,Flattering; elegant; gait manner.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,粢,,Grain; a cake.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,資,,Goods; things necessary for one's own use.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,諮,,To plan; scheme; to ask questions.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,趦,,To walk with difficulty; to make little progress.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,玆,,This; here now.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,孳,,To bear or produce; ardent affection for; diligence.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,鶿,,Name of a water bird.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,42
tsṳ,Chù 1,,,緇,,Dark colored silk.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ,Chù 1,,,錙,,Name of an ancient coin equal to eight Chinese ounces.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ,Chù 1,,,貲,,Wealth; property; money; a fine; to redeem with money.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ,Chù 1,,,之,,Sign of the possessive case; of; him; it; them; to go.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ,Chù 1,,,芝,,The budding forth of plants; a plant said to be incorruptible used as an emblem of happiness.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ,Chù 1,,,孜,,Sincere attachment to; diligent.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ,Chù 1,,,𧞓,,To sew garments; to seam.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ̀,Chù 3-,,,洎,,Soup; a thick substance used in sacrifices.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ̀,Chù 3-,,,滋,,To increase; overflow; rich; to enrich; confused.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ̀,Chù 3-,,,恣,,Intrigue; levity; lewdness; profligate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ̀,Chù 3-,,,胾,,A preparation of meat cut and minced.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ́,Chù 2,,,子,,A child; son; sages; an honorable appellation; a diminutive.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ́,Chù 2,,,仔,,To sustain or attend to the duties devolving on one.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ́,Chù 2,,,耔,,To weed; pluck out weeds.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ́,Chù 2,,,煮,,To boil; cook.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ́,Chù 2,,,梓,,Name of a valuable wood; to cut characters in wood.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tsṳ̃,Chù -3,,,自,,From; self; one's self; of itself; naturally; of course.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,43
tu,Tu 1,,,侏,,A pigmy; low stature; small pillars.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,182
tu,Tu 1,,,蛛,,A spider.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,182
tu,Tu 1,,,誅,,To make inquisition; punish; destroy; exterminate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,182
tu,Tú 1,,,猪,,A swine; a pig.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,182
tuan,Tuan 1,,,端,,"Straight, upright; decorous; commencement; first cause.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,183
tui,Tui 1,,,追,,To escort; follow after; pursue; prosecute.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,183
